gaussian;5;5;1.349840;0.299970
gaussian;5;10;1.349840;0.299970
gaussian;5;15;1.349840;0.299970
gaussian;5;20;1.349840;0.299970
gaussian;5;25;1.349840;0.299970
gaussian;5;30;1.349590;0.299930
gaussian;5;35;1.348590;0.299770
gaussian;5;40;1.346340;0.299410
gaussian;5;45;1.342090;0.298730
gaussian;5;50;1.329840;0.296770
gaussian;5;55;1.313590;0.294170
gaussian;5;60;1.290840;0.290530
gaussian;5;65;1.249340;0.283890
gaussian;5;70;1.200090;0.276010
gaussian;5;75;1.126840;0.264290
gaussian;5;80;1.030090;0.248810
gaussian;5;85;0.916340;0.230610
gaussian;5;90;0.793590;0.210970
gaussian;5;95;0.669590;0.191130
gaussian;5;100;0.542490;0.170790
gaussian;5;105;0.442990;0.154870
gaussian;5;110;0.345990;0.139350
gaussian;5;115;0.269240;0.127070
gaussian;5;120;0.209490;0.117510
gaussian;5;125;0.167240;0.110750
gaussian;5;130;0.141740;0.106670
gaussian;5;135;0.121240;0.103390
gaussian;5;140;0.109990;0.101590
gaussian;5;145;0.104240;0.100670
gaussian;5;150;0.102240;0.100350
gaussian;5;155;0.100490;0.100070
gaussian;5;160;0.100240;0.100030
gaussian;5;165;0.100240;0.100030
gaussian;5;170;0.099990;0.099990
gaussian;5;175;0.099990;0.099990
gaussian;5;180;0.099990;0.099990
gaussian;5;185;0.099990;0.099990
gaussian;5;190;0.099990;0.099990
gaussian;5;195;0.099990;0.099990
gaussian;5;200;0.099990;0.099990
gaussian;5;205;0.099990;0.099990
gaussian;5;210;0.099990;0.099990
gaussian;5;215;0.099990;0.099990
gaussian;5;220;0.099990;0.099990
gaussian;5;225;0.099990;0.099990
gaussian;5;230;0.099990;0.099990
gaussian;5;235;0.099990;0.099990
gaussian;5;240;0.099990;0.099990
gaussian;5;245;0.099990;0.099990
gaussian;5;250;0.099990;0.099990
gaussian;5;255;0.099990;0.099990
gaussian;5;260;0.099990;0.099990
gaussian;5;265;0.099990;0.099990
gaussian;5;270;0.099990;0.099990
gaussian;5;275;0.099990;0.099990
gaussian;5;280;0.099990;0.099990
gaussian;5;285;0.099990;0.099990
gaussian;5;290;0.099990;0.099990
gaussian;5;295;0.099990;0.099990
gaussian;5;300;0.099990;0.099990
gaussian;5;305;0.099990;0.099990
gaussian;5;310;0.099990;0.099990
gaussian;5;315;0.099990;0.099990
gaussian;5;320;0.099990;0.099990
gaussian;5;325;0.099990;0.099990
gaussian;5;330;0.099990;0.099990
gaussian;5;335;0.099990;0.099990
gaussian;5;340;0.099990;0.099990
gaussian;5;345;0.099990;0.099990
gaussian;5;350;0.099990;0.099990
gaussian;5;355;0.099990;0.099990
gaussian;5;360;0.099990;0.099990
gaussian;5;365;0.099990;0.099990
gaussian;5;370;0.099990;0.099990
