Parameters => idle_timeout: [5, 400]; sleep_timeout: [5; 400]; step: 5
distribution;timeoutIdle;timeoutSleep;timeOverhead;energyOverhead
exp;205;95;0.006060;0.002700
exp;205;100;0.006060;0.002700
exp;205;105;0.005060;0.002540
exp;205;110;0.004310;0.002420
exp;205;115;0.003560;0.002300
exp;205;120;0.003310;0.002260
exp;205;125;0.003060;0.002220
exp;205;130;0.003060;0.002220
exp;205;135;0.003060;0.002220
exp;205;140;0.003060;0.002220
exp;205;145;0.003060;0.002220
exp;205;150;0.002810;0.002180
exp;205;155;0.002810;0.002180
exp;205;160;0.002560;0.002140
exp;205;165;0.002560;0.002140
exp;205;170;0.002560;0.002140
exp;205;175;0.002310;0.002100
exp;205;180;0.002310;0.002100
exp;205;185;0.002310;0.002100
exp;205;190;0.002310;0.002100
exp;205;195;0.002310;0.002100
exp;205;200;0.002310;0.002100
exp;205;205;0.002060;0.002060
exp;205;210;0.002060;0.002060
exp;205;215;0.002060;0.002060
exp;205;220;0.002060;0.002060
exp;205;225;0.002060;0.002060
exp;205;230;0.002060;0.002060
exp;205;235;0.002060;0.002060
exp;205;240;0.002060;0.002060
exp;205;245;0.002060;0.002060
exp;205;250;0.002060;0.002060
exp;205;255;0.002060;0.002060
exp;205;260;0.002060;0.002060
exp;205;265;0.002060;0.002060
exp;205;270;0.002060;0.002060
exp;205;275;0.002060;0.002060
exp;205;280;0.002060;0.002060
exp;205;285;0.002060;0.002060
exp;205;290;0.002060;0.002060
exp;205;295;0.002060;0.002060
exp;205;300;0.002060;0.002060
exp;205;305;0.002060;0.002060
exp;205;310;0.002060;0.002060
exp;205;315;0.002060;0.002060
exp;205;320;0.002060;0.002060
exp;205;325;0.002060;0.002060
exp;205;330;0.002060;0.002060
exp;205;335;0.002060;0.002060
exp;205;340;0.002060;0.002060
exp;205;345;0.002060;0.002060
exp;205;350;0.002060;0.002060
exp;205;355;0.002060;0.002060
exp;205;360;0.002060;0.002060
exp;205;365;0.002060;0.002060
exp;205;370;0.002060;0.002060
exp;205;375;0.002060;0.002060
exp;205;380;0.002060;0.002060
exp;205;385;0.002060;0.002060
exp;205;390;0.002060;0.002060
exp;205;395;0.002060;0.002060
exp;205;400;0.002060;0.002060
exp;210;5;0.023150;0.005300
exp;210;10;0.020400;0.004860
exp;210;15;0.018900;0.004620
exp;210;20;0.017650;0.004420
exp;210;25;0.016900;0.004300
exp;210;30;0.015900;0.004140
exp;210;35;0.014900;0.003980
exp;210;40;0.013900;0.003820
exp;210;45;0.012150;0.003540
exp;210;50;0.011400;0.003420
exp;210;55;0.010650;0.003300
exp;210;60;0.010150;0.003220
exp;210;65;0.009400;0.003100
exp;210;70;0.007650;0.002820
exp;210;75;0.007400;0.002780
exp;210;80;0.007150;0.002740
exp;210;85;0.006150;0.002580
exp;210;90;0.005900;0.002540
exp;210;95;0.005900;0.002540
exp;210;100;0.004900;0.002380
exp;210;105;0.004150;0.002260
exp;210;110;0.003400;0.002140
exp;210;115;0.003150;0.002100
exp;210;120;0.002900;0.002060
exp;210;125;0.002900;0.002060
exp;210;130;0.002900;0.002060
exp;210;135;0.002900;0.002060
exp;210;140;0.002900;0.002060
exp;210;145;0.002650;0.002020
exp;210;150;0.002650;0.002020
exp;210;155;0.002400;0.001980
exp;210;160;0.002400;0.001980
exp;210;165;0.002400;0.001980
exp;210;170;0.002150;0.001940
exp;210;175;0.002150;0.001940
exp;210;180;0.002150;0.001940
exp;210;185;0.002150;0.001940
exp;210;190;0.002150;0.001940
exp;210;195;0.002150;0.001940
exp;210;200;0.001900;0.001900
exp;210;205;0.001900;0.001900
exp;210;210;0.001900;0.001900
exp;210;215;0.001900;0.001900
exp;210;220;0.001900;0.001900
exp;210;225;0.001900;0.001900
exp;210;230;0.001900;0.001900
exp;210;235;0.001900;0.001900
exp;210;240;0.001900;0.001900
exp;210;245;0.001900;0.001900
exp;210;250;0.001900;0.001900
exp;210;255;0.001900;0.001900
exp;210;260;0.001900;0.001900
exp;210;265;0.001900;0.001900
exp;210;270;0.001900;0.001900
exp;210;275;0.001900;0.001900
exp;210;280;0.001900;0.001900
exp;210;285;0.001900;0.001900
exp;210;290;0.001900;0.001900
exp;210;295;0.001900;0.001900
exp;210;300;0.001900;0.001900
exp;210;305;0.001900;0.001900
exp;210;310;0.001900;0.001900
exp;210;315;0.001900;0.001900
exp;210;320;0.001900;0.001900
exp;210;325;0.001900;0.001900
exp;210;330;0.001900;0.001900
exp;210;335;0.001900;0.001900
exp;210;340;0.001900;0.001900
exp;210;345;0.001900;0.001900
exp;210;350;0.001900;0.001900
exp;210;355;0.001900;0.001900
exp;210;360;0.001900;0.001900
exp;210;365;0.001900;0.001900
exp;210;370;0.001900;0.001900
exp;210;375;0.001900;0.001900
exp;210;380;0.001900;0.001900
exp;210;385;0.001900;0.001900
exp;210;390;0.001900;0.001900
exp;210;395;0.001900;0.001900
exp;210;400;0.001900;0.001900
exp;215;5;0.020200;0.004660
exp;215;10;0.018700;0.004420
exp;215;15;0.017450;0.004220
exp;215;20;0.016700;0.004100
exp;215;25;0.015700;0.003940
exp;215;30;0.014700;0.003780
exp;215;35;0.013700;0.003620
exp;215;40;0.011950;0.003340
exp;215;45;0.011200;0.003220
exp;215;50;0.010450;0.003100
exp;215;55;0.009950;0.003020
exp;215;60;0.009200;0.002900
exp;215;65;0.007450;0.002620
exp;215;70;0.007200;0.002580
exp;215;75;0.006950;0.002540
exp;215;80;0.005950;0.002380
exp;215;85;0.005700;0.002340
exp;215;90;0.005700;0.002340
exp;215;95;0.004700;0.002180
exp;215;100;0.003950;0.002060
exp;215;105;0.003200;0.001940
exp;215;110;0.002950;0.001900
exp;215;115;0.002700;0.001860
exp;215;120;0.002700;0.001860
exp;215;125;0.002700;0.001860
exp;215;130;0.002700;0.001860
exp;215;135;0.002700;0.001860
exp;215;140;0.002450;0.001820
exp;215;145;0.002450;0.001820
exp;215;150;0.002200;0.001780
exp;215;155;0.002200;0.001780
exp;215;160;0.002200;0.001780
exp;215;165;0.001950;0.001740
exp;215;170;0.001950;0.001740
exp;215;175;0.001950;0.001740
exp;215;180;0.001950;0.001740
exp;215;185;0.001950;0.001740
exp;215;190;0.001950;0.001740
exp;215;195;0.001700;0.001700
exp;215;200;0.001700;0.001700
exp;215;205;0.001700;0.001700
exp;215;210;0.001700;0.001700
exp;215;215;0.001700;0.001700
exp;215;220;0.001700;0.001700
exp;215;225;0.001700;0.001700
exp;215;230;0.001700;0.001700
exp;215;235;0.001700;0.001700
exp;215;240;0.001700;0.001700
exp;215;245;0.001700;0.001700
exp;215;250;0.001700;0.001700
exp;215;255;0.001700;0.001700
exp;215;260;0.001700;0.001700
exp;215;265;0.001700;0.001700
exp;215;270;0.001700;0.001700
exp;215;275;0.001700;0.001700
exp;215;280;0.001700;0.001700
exp;215;285;0.001700;0.001700
exp;215;290;0.001700;0.001700
exp;215;295;0.001700;0.001700
exp;215;300;0.001700;0.001700
exp;215;305;0.001700;0.001700
exp;215;310;0.001700;0.001700
exp;215;315;0.001700;0.001700
exp;215;320;0.001700;0.001700
exp;215;325;0.001700;0.001700
exp;215;330;0.001700;0.001700
exp;215;335;0.001700;0.001700
exp;215;340;0.001700;0.001700
exp;215;345;0.001700;0.001700
exp;215;350;0.001700;0.001700
exp;215;355;0.001700;0.001700
exp;215;360;0.001700;0.001700
exp;215;365;0.001700;0.001700
exp;215;370;0.001700;0.001700
exp;215;375;0.001700;0.001700
exp;215;380;0.001700;0.001700
exp;215;385;0.001700;0.001700
exp;215;390;0.001700;0.001700
exp;215;395;0.001700;0.001700
exp;215;400;0.001700;0.001700
exp;220;5;0.018480;0.004200
exp;220;10;0.017230;0.004000
exp;220;15;0.016480;0.003880
exp;220;20;0.015480;0.003720
exp;220;25;0.014480;0.003560
exp;220;30;0.013480;0.003400
exp;220;35;0.011730;0.003120
exp;220;40;0.010980;0.003000
exp;220;45;0.010230;0.002880
exp;220;50;0.009730;0.002800
exp;220;55;0.008980;0.002680
exp;220;60;0.007230;0.002400
exp;220;65;0.006980;0.002360
exp;220;70;0.006730;0.002320
exp;220;75;0.005730;0.002160
exp;220;80;0.005480;0.002120
exp;220;85;0.005480;0.002120
exp;220;90;0.004480;0.001960
exp;220;95;0.003730;0.001840
exp;220;100;0.002980;0.001720
exp;220;105;0.002730;0.001680
exp;220;110;0.002480;0.001640
exp;220;115;0.002480;0.001640
exp;220;120;0.002480;0.001640
exp;220;125;0.002480;0.001640
exp;220;130;0.002480;0.001640
exp;220;135;0.002230;0.001600
exp;220;140;0.002230;0.001600
exp;220;145;0.001980;0.001560
exp;220;150;0.001980;0.001560
exp;220;155;0.001980;0.001560
exp;220;160;0.001730;0.001520
exp;220;165;0.001730;0.001520
exp;220;170;0.001730;0.001520
exp;220;175;0.001730;0.001520
exp;220;180;0.001730;0.001520
exp;220;185;0.001730;0.001520
exp;220;190;0.001480;0.001480
exp;220;195;0.001480;0.001480
exp;220;200;0.001480;0.001480
exp;220;205;0.001480;0.001480
exp;220;210;0.001480;0.001480
exp;220;215;0.001480;0.001480
exp;220;220;0.001480;0.001480
exp;220;225;0.001480;0.001480
exp;220;230;0.001480;0.001480
exp;220;235;0.001480;0.001480
exp;220;240;0.001480;0.001480
exp;220;245;0.001480;0.001480
exp;220;250;0.001480;0.001480
exp;220;255;0.001480;0.001480
exp;220;260;0.001480;0.001480
exp;220;265;0.001480;0.001480
exp;220;270;0.001480;0.001480
exp;220;275;0.001480;0.001480
exp;220;280;0.001480;0.001480
exp;220;285;0.001480;0.001480
exp;220;290;0.001480;0.001480
exp;220;295;0.001480;0.001480
exp;220;300;0.001480;0.001480
exp;220;305;0.001480;0.001480
exp;220;310;0.001480;0.001480
exp;220;315;0.001480;0.001480
exp;220;320;0.001480;0.001480
exp;220;325;0.001480;0.001480
exp;220;330;0.001480;0.001480
exp;220;335;0.001480;0.001480
exp;220;340;0.001480;0.001480
exp;220;345;0.001480;0.001480
exp;220;350;0.001480;0.001480
exp;220;355;0.001480;0.001480
exp;220;360;0.001480;0.001480
exp;220;365;0.001480;0.001480
exp;220;370;0.001480;0.001480
exp;220;375;0.001480;0.001480
exp;220;380;0.001480;0.001480
exp;220;385;0.001480;0.001480
exp;220;390;0.001480;0.001480
exp;220;395;0.001480;0.001480
exp;220;400;0.001480;0.001480
exp;225;5;0.017110;0.003880
exp;225;10;0.016360;0.003760
exp;225;15;0.015360;0.003600
exp;225;20;0.014360;0.003440
exp;225;25;0.013360;0.003280
exp;225;30;0.011610;0.003000
exp;225;35;0.010860;0.002880
exp;225;40;0.010110;0.002760
exp;225;45;0.009610;0.002680
exp;225;50;0.008860;0.002560
exp;225;55;0.007110;0.002280
exp;225;60;0.006860;0.002240
exp;225;65;0.006610;0.002200
exp;225;70;0.005610;0.002040
exp;225;75;0.005360;0.002000
exp;225;80;0.005360;0.002000
exp;225;85;0.004360;0.001840
exp;225;90;0.003610;0.001720
exp;225;95;0.002860;0.001600
exp;225;100;0.002610;0.001560
exp;225;105;0.002360;0.001520
exp;225;110;0.002360;0.001520
exp;225;115;0.002360;0.001520
exp;225;120;0.002360;0.001520
exp;225;125;0.002360;0.001520
exp;225;130;0.002110;0.001480
exp;225;135;0.002110;0.001480
exp;225;140;0.001860;0.001440
exp;225;145;0.001860;0.001440
exp;225;150;0.001860;0.001440
exp;225;155;0.001610;0.001400
exp;225;160;0.001610;0.001400
exp;225;165;0.001610;0.001400
exp;225;170;0.001610;0.001400
exp;225;175;0.001610;0.001400
exp;225;180;0.001610;0.001400
exp;225;185;0.001360;0.001360
exp;225;190;0.001360;0.001360
exp;225;195;0.001360;0.001360
exp;225;200;0.001360;0.001360
exp;225;205;0.001360;0.001360
exp;225;210;0.001360;0.001360
exp;225;215;0.001360;0.001360
exp;225;220;0.001360;0.001360
exp;225;225;0.001360;0.001360
exp;225;230;0.001360;0.001360
exp;225;235;0.001360;0.001360
exp;225;240;0.001360;0.001360
exp;225;245;0.001360;0.001360
exp;225;250;0.001360;0.001360
exp;225;255;0.001360;0.001360
exp;225;260;0.001360;0.001360
exp;225;265;0.001360;0.001360
exp;225;270;0.001360;0.001360
exp;225;275;0.001360;0.001360
exp;225;280;0.001360;0.001360
exp;225;285;0.001360;0.001360
exp;225;290;0.001360;0.001360
exp;225;295;0.001360;0.001360
exp;225;300;0.001360;0.001360
exp;225;305;0.001360;0.001360
exp;225;310;0.001360;0.001360
exp;225;315;0.001360;0.001360
exp;225;320;0.001360;0.001360
exp;225;325;0.001360;0.001360
exp;225;330;0.001360;0.001360
exp;225;335;0.001360;0.001360
exp;225;340;0.001360;0.001360
exp;225;345;0.001360;0.001360
exp;225;350;0.001360;0.001360
exp;225;355;0.001360;0.001360
exp;225;360;0.001360;0.001360
exp;225;365;0.001360;0.001360
exp;225;370;0.001360;0.001360
exp;225;375;0.001360;0.001360
exp;225;380;0.001360;0.001360
exp;225;385;0.001360;0.001360
exp;225;390;0.001360;0.001360
exp;225;395;0.001360;0.001360
exp;225;400;0.001360;0.001360
exp;230;5;0.016260;0.003660
exp;230;10;0.015260;0.003500
exp;230;15;0.014260;0.003340
exp;230;20;0.013260;0.003180
exp;230;25;0.011510;0.002900
exp;230;30;0.010760;0.002780
exp;230;35;0.010010;0.002660
exp;230;40;0.009510;0.002580
exp;230;45;0.008760;0.002460
exp;230;50;0.007010;0.002180
exp;230;55;0.006760;0.002140
exp;230;60;0.006510;0.002100
exp;230;65;0.005510;0.001940
exp;230;70;0.005260;0.001900
exp;230;75;0.005260;0.001900
exp;230;80;0.004260;0.001740
exp;230;85;0.003510;0.001620
exp;230;90;0.002760;0.001500
exp;230;95;0.002510;0.001460
exp;230;100;0.002260;0.001420
exp;230;105;0.002260;0.001420
exp;230;110;0.002260;0.001420
exp;230;115;0.002260;0.001420
exp;230;120;0.002260;0.001420
exp;230;125;0.002010;0.001380
exp;230;130;0.002010;0.001380
exp;230;135;0.001760;0.001340
exp;230;140;0.001760;0.001340
exp;230;145;0.001760;0.001340
exp;230;150;0.001510;0.001300
exp;230;155;0.001510;0.001300
exp;230;160;0.001510;0.001300
exp;230;165;0.001510;0.001300
exp;230;170;0.001510;0.001300
exp;230;175;0.001510;0.001300
exp;230;180;0.001260;0.001260
exp;230;185;0.001260;0.001260
exp;230;190;0.001260;0.001260
exp;230;195;0.001260;0.001260
exp;230;200;0.001260;0.001260
exp;230;205;0.001260;0.001260
exp;230;210;0.001260;0.001260
exp;230;215;0.001260;0.001260
exp;230;220;0.001260;0.001260
exp;230;225;0.001260;0.001260
exp;230;230;0.001260;0.001260
exp;230;235;0.001260;0.001260
exp;230;240;0.001260;0.001260
exp;230;245;0.001260;0.001260
exp;230;250;0.001260;0.001260
exp;230;255;0.001260;0.001260
exp;230;260;0.001260;0.001260
exp;230;265;0.001260;0.001260
exp;230;270;0.001260;0.001260
exp;230;275;0.001260;0.001260
exp;230;280;0.001260;0.001260
exp;230;285;0.001260;0.001260
exp;230;290;0.001260;0.001260
exp;230;295;0.001260;0.001260
exp;230;300;0.001260;0.001260
exp;230;305;0.001260;0.001260
exp;230;310;0.001260;0.001260
exp;230;315;0.001260;0.001260
exp;230;320;0.001260;0.001260
exp;230;325;0.001260;0.001260
exp;230;330;0.001260;0.001260
exp;230;335;0.001260;0.001260
exp;230;340;0.001260;0.001260
exp;230;345;0.001260;0.001260
exp;230;350;0.001260;0.001260
exp;230;355;0.001260;0.001260
exp;230;360;0.001260;0.001260
exp;230;365;0.001260;0.001260
exp;230;370;0.001260;0.001260
exp;230;375;0.001260;0.001260
exp;230;380;0.001260;0.001260
exp;230;385;0.001260;0.001260
exp;230;390;0.001260;0.001260
exp;230;395;0.001260;0.001260
exp;230;400;0.001260;0.001260
exp;235;5;0.015200;0.003440
exp;235;10;0.014200;0.003280
exp;235;15;0.013200;0.003120
exp;235;20;0.011450;0.002840
exp;235;25;0.010700;0.002720
exp;235;30;0.009950;0.002600
exp;235;35;0.009450;0.002520
exp;235;40;0.008700;0.002400
exp;235;45;0.006950;0.002120
exp;235;50;0.006700;0.002080
exp;235;55;0.006450;0.002040
exp;235;60;0.005450;0.001880
exp;235;65;0.005200;0.001840
exp;235;70;0.005200;0.001840
exp;235;75;0.004200;0.001680
exp;235;80;0.003450;0.001560
exp;235;85;0.002700;0.001440
exp;235;90;0.002450;0.001400
exp;235;95;0.002200;0.001360
exp;235;100;0.002200;0.001360
exp;235;105;0.002200;0.001360
exp;235;110;0.002200;0.001360
exp;235;115;0.002200;0.001360
exp;235;120;0.001950;0.001320
exp;235;125;0.001950;0.001320
exp;235;130;0.001700;0.001280
exp;235;135;0.001700;0.001280
exp;235;140;0.001700;0.001280
exp;235;145;0.001450;0.001240
exp;235;150;0.001450;0.001240
exp;235;155;0.001450;0.001240
exp;235;160;0.001450;0.001240
exp;235;165;0.001450;0.001240
exp;235;170;0.001450;0.001240
exp;235;175;0.001200;0.001200
exp;235;180;0.001200;0.001200
exp;235;185;0.001200;0.001200
exp;235;190;0.001200;0.001200
exp;235;195;0.001200;0.001200
exp;235;200;0.001200;0.001200
exp;235;205;0.001200;0.001200
exp;235;210;0.001200;0.001200
exp;235;215;0.001200;0.001200
exp;235;220;0.001200;0.001200
exp;235;225;0.001200;0.001200
exp;235;230;0.001200;0.001200
exp;235;235;0.001200;0.001200
exp;235;240;0.001200;0.001200
exp;235;245;0.001200;0.001200
exp;235;250;0.001200;0.001200
exp;235;255;0.001200;0.001200
exp;235;260;0.001200;0.001200
exp;235;265;0.001200;0.001200
exp;235;270;0.001200;0.001200
exp;235;275;0.001200;0.001200
exp;235;280;0.001200;0.001200
exp;235;285;0.001200;0.001200
exp;235;290;0.001200;0.001200
exp;235;295;0.001200;0.001200
exp;235;300;0.001200;0.001200
exp;235;305;0.001200;0.001200
exp;235;310;0.001200;0.001200
exp;235;315;0.001200;0.001200
exp;235;320;0.001200;0.001200
exp;235;325;0.001200;0.001200
exp;235;330;0.001200;0.001200
exp;235;335;0.001200;0.001200
exp;235;340;0.001200;0.001200
exp;235;345;0.001200;0.001200
exp;235;350;0.001200;0.001200
exp;235;355;0.001200;0.001200
exp;235;360;0.001200;0.001200
exp;235;365;0.001200;0.001200
exp;235;370;0.001200;0.001200
exp;235;375;0.001200;0.001200
exp;235;380;0.001200;0.001200
exp;235;385;0.001200;0.001200
exp;235;390;0.001200;0.001200
exp;235;395;0.001200;0.001200
exp;235;400;0.001200;0.001200
exp;240;5;0.014120;0.003200
exp;240;10;0.013120;0.003040
exp;240;15;0.011370;0.002760
exp;240;20;0.010620;0.002640
exp;240;25;0.009870;0.002520
exp;240;30;0.009370;0.002440
exp;240;35;0.008620;0.002320
exp;240;40;0.006870;0.002040
exp;240;45;0.006620;0.002000
exp;240;50;0.006370;0.001960
exp;240;55;0.005370;0.001800
exp;240;60;0.005120;0.001760
exp;240;65;0.005120;0.001760
exp;240;70;0.004120;0.001600
exp;240;75;0.003370;0.001480
exp;240;80;0.002620;0.001360
exp;240;85;0.002370;0.001320
exp;240;90;0.002120;0.001280
exp;240;95;0.002120;0.001280
exp;240;100;0.002120;0.001280
exp;240;105;0.002120;0.001280
exp;240;110;0.002120;0.001280
exp;240;115;0.001870;0.001240
exp;240;120;0.001870;0.001240
exp;240;125;0.001620;0.001200
exp;240;130;0.001620;0.001200
exp;240;135;0.001620;0.001200
exp;240;140;0.001370;0.001160
exp;240;145;0.001370;0.001160
exp;240;150;0.001370;0.001160
exp;240;155;0.001370;0.001160
exp;240;160;0.001370;0.001160
exp;240;165;0.001370;0.001160
exp;240;170;0.001120;0.001120
exp;240;175;0.001120;0.001120
exp;240;180;0.001120;0.001120
exp;240;185;0.001120;0.001120
exp;240;190;0.001120;0.001120
exp;240;195;0.001120;0.001120
exp;240;200;0.001120;0.001120
exp;240;205;0.001120;0.001120
exp;240;210;0.001120;0.001120
exp;240;215;0.001120;0.001120
exp;240;220;0.001120;0.001120
exp;240;225;0.001120;0.001120
exp;240;230;0.001120;0.001120
exp;240;235;0.001120;0.001120
exp;240;240;0.001120;0.001120
exp;240;245;0.001120;0.001120
exp;240;250;0.001120;0.001120
exp;240;255;0.001120;0.001120
exp;240;260;0.001120;0.001120
exp;240;265;0.001120;0.001120
exp;240;270;0.001120;0.001120
exp;240;275;0.001120;0.001120
exp;240;280;0.001120;0.001120
exp;240;285;0.001120;0.001120
exp;240;290;0.001120;0.001120
exp;240;295;0.001120;0.001120
exp;240;300;0.001120;0.001120
exp;240;305;0.001120;0.001120
exp;240;310;0.001120;0.001120
exp;240;315;0.001120;0.001120
exp;240;320;0.001120;0.001120
exp;240;325;0.001120;0.001120
exp;240;330;0.001120;0.001120
exp;240;335;0.001120;0.001120
exp;240;340;0.001120;0.001120
exp;240;345;0.001120;0.001120
exp;240;350;0.001120;0.001120
exp;240;355;0.001120;0.001120
exp;240;360;0.001120;0.001120
exp;240;365;0.001120;0.001120
exp;240;370;0.001120;0.001120
exp;240;375;0.001120;0.001120
exp;240;380;0.001120;0.001120
exp;240;385;0.001120;0.001120
exp;240;390;0.001120;0.001120
exp;240;395;0.001120;0.001120
exp;240;400;0.001120;0.001120
exp;245;5;0.013040;0.002960
exp;245;10;0.011290;0.002680
exp;245;15;0.010540;0.002560
exp;245;20;0.009790;0.002440
exp;245;25;0.009290;0.002360
exp;245;30;0.008540;0.002240
exp;245;35;0.006790;0.001960
exp;245;40;0.006540;0.001920
exp;245;45;0.006290;0.001880
exp;245;50;0.005290;0.001720
exp;245;55;0.005040;0.001680
exp;245;60;0.005040;0.001680
exp;245;65;0.004040;0.001520
exp;245;70;0.003290;0.001400
exp;245;75;0.002540;0.001280
exp;245;80;0.002290;0.001240
exp;245;85;0.002040;0.001200
exp;245;90;0.002040;0.001200
exp;245;95;0.002040;0.001200
exp;245;100;0.002040;0.001200
exp;245;105;0.002040;0.001200
exp;245;110;0.001790;0.001160
exp;245;115;0.001790;0.001160
exp;245;120;0.001540;0.001120
exp;245;125;0.001540;0.001120
exp;245;130;0.001540;0.001120
exp;245;135;0.001290;0.001080
exp;245;140;0.001290;0.001080
exp;245;145;0.001290;0.001080
exp;245;150;0.001290;0.001080
exp;245;155;0.001290;0.001080
exp;245;160;0.001290;0.001080
exp;245;165;0.001040;0.001040
exp;245;170;0.001040;0.001040
exp;245;175;0.001040;0.001040
exp;245;180;0.001040;0.001040
exp;245;185;0.001040;0.001040
exp;245;190;0.001040;0.001040
exp;245;195;0.001040;0.001040
exp;245;200;0.001040;0.001040
exp;245;205;0.001040;0.001040
exp;245;210;0.001040;0.001040
exp;245;215;0.001040;0.001040
exp;245;220;0.001040;0.001040
exp;245;225;0.001040;0.001040
exp;245;230;0.001040;0.001040
exp;245;235;0.001040;0.001040
exp;245;240;0.001040;0.001040
exp;245;245;0.001040;0.001040
exp;245;250;0.001040;0.001040
exp;245;255;0.001040;0.001040
exp;245;260;0.001040;0.001040
exp;245;265;0.001040;0.001040
exp;245;270;0.001040;0.001040
exp;245;275;0.001040;0.001040
exp;245;280;0.001040;0.001040
exp;245;285;0.001040;0.001040
exp;245;290;0.001040;0.001040
exp;245;295;0.001040;0.001040
exp;245;300;0.001040;0.001040
exp;245;305;0.001040;0.001040
exp;245;310;0.001040;0.001040
exp;245;315;0.001040;0.001040
exp;245;320;0.001040;0.001040
exp;245;325;0.001040;0.001040
exp;245;330;0.001040;0.001040
exp;245;335;0.001040;0.001040
exp;245;340;0.001040;0.001040
exp;245;345;0.001040;0.001040
exp;245;350;0.001040;0.001040
exp;245;355;0.001040;0.001040
exp;245;360;0.001040;0.001040
exp;245;365;0.001040;0.001040
exp;245;370;0.001040;0.001040
exp;245;375;0.001040;0.001040
exp;245;380;0.001040;0.001040
exp;245;385;0.001040;0.001040
exp;245;390;0.001040;0.001040
exp;245;395;0.001040;0.001040
exp;245;400;0.001040;0.001040
exp;250;5;0.011210;0.002600
exp;250;10;0.010460;0.002480
exp;250;15;0.009710;0.002360
exp;250;20;0.009210;0.002280
exp;250;25;0.008460;0.002160
exp;250;30;0.006710;0.001880
exp;250;35;0.006460;0.001840
exp;250;40;0.006210;0.001800
exp;250;45;0.005210;0.001640
exp;250;50;0.004960;0.001600
exp;250;55;0.004960;0.001600
exp;250;60;0.003960;0.001440
exp;250;65;0.003210;0.001320
exp;250;70;0.002460;0.001200
exp;250;75;0.002210;0.001160
exp;250;80;0.001960;0.001120
exp;250;85;0.001960;0.001120
exp;250;90;0.001960;0.001120
exp;250;95;0.001960;0.001120
exp;250;100;0.001960;0.001120
exp;250;105;0.001710;0.001080
exp;250;110;0.001710;0.001080
exp;250;115;0.001460;0.001040
exp;250;120;0.001460;0.001040
exp;250;125;0.001460;0.001040
exp;250;130;0.001210;0.001000
exp;250;135;0.001210;0.001000
exp;250;140;0.001210;0.001000
exp;250;145;0.001210;0.001000
exp;250;150;0.001210;0.001000
exp;250;155;0.001210;0.001000
exp;250;160;0.000960;0.000960
exp;250;165;0.000960;0.000960
exp;250;170;0.000960;0.000960
exp;250;175;0.000960;0.000960
exp;250;180;0.000960;0.000960
exp;250;185;0.000960;0.000960
exp;250;190;0.000960;0.000960
exp;250;195;0.000960;0.000960
exp;250;200;0.000960;0.000960
exp;250;205;0.000960;0.000960
exp;250;210;0.000960;0.000960
exp;250;215;0.000960;0.000960
exp;250;220;0.000960;0.000960
exp;250;225;0.000960;0.000960
exp;250;230;0.000960;0.000960
exp;250;235;0.000960;0.000960
exp;250;240;0.000960;0.000960
exp;250;245;0.000960;0.000960
exp;250;250;0.000960;0.000960
exp;250;255;0.000960;0.000960
exp;250;260;0.000960;0.000960
exp;250;265;0.000960;0.000960
exp;250;270;0.000960;0.000960
exp;250;275;0.000960;0.000960
exp;250;280;0.000960;0.000960
exp;250;285;0.000960;0.000960
exp;250;290;0.000960;0.000960
exp;250;295;0.000960;0.000960
exp;250;300;0.000960;0.000960
exp;250;305;0.000960;0.000960
exp;250;310;0.000960;0.000960
exp;250;315;0.000960;0.000960
exp;250;320;0.000960;0.000960
exp;250;325;0.000960;0.000960
exp;250;330;0.000960;0.000960
exp;250;335;0.000960;0.000960
exp;250;340;0.000960;0.000960
exp;250;345;0.000960;0.000960
exp;250;350;0.000960;0.000960
exp;250;355;0.000960;0.000960
exp;250;360;0.000960;0.000960
exp;250;365;0.000960;0.000960
exp;250;370;0.000960;0.000960
exp;250;375;0.000960;0.000960
exp;250;380;0.000960;0.000960
exp;250;385;0.000960;0.000960
exp;250;390;0.000960;0.000960
exp;250;395;0.000960;0.000960
exp;250;400;0.000960;0.000960
exp;255;5;0.010320;0.002340
exp;255;10;0.009570;0.002220
exp;255;15;0.009070;0.002140
exp;255;20;0.008320;0.002020
exp;255;25;0.006570;0.001740
exp;255;30;0.006320;0.001700
exp;255;35;0.006070;0.001660
exp;255;40;0.005070;0.001500
exp;255;45;0.004820;0.001460
exp;255;50;0.004820;0.001460
exp;255;55;0.003820;0.001300
exp;255;60;0.003070;0.001180
exp;255;65;0.002320;0.001060
exp;255;70;0.002070;0.001020
exp;255;75;0.001820;0.000980
exp;255;80;0.001820;0.000980
exp;255;85;0.001820;0.000980
exp;255;90;0.001820;0.000980
exp;255;95;0.001820;0.000980
exp;255;100;0.001570;0.000940
exp;255;105;0.001570;0.000940
exp;255;110;0.001320;0.000900
exp;255;115;0.001320;0.000900
exp;255;120;0.001320;0.000900
exp;255;125;0.001070;0.000860
exp;255;130;0.001070;0.000860
exp;255;135;0.001070;0.000860
exp;255;140;0.001070;0.000860
exp;255;145;0.001070;0.000860
exp;255;150;0.001070;0.000860
exp;255;155;0.000820;0.000820
exp;255;160;0.000820;0.000820
exp;255;165;0.000820;0.000820
exp;255;170;0.000820;0.000820
exp;255;175;0.000820;0.000820
exp;255;180;0.000820;0.000820
exp;255;185;0.000820;0.000820
