Parameters => idle_timeout: [5, 400]; sleep_timeout: [5; 400]; step: 5
distribution;timeoutIdle;timeoutSleep;timeOverhead;energyOverhead
exp;105;105;0.035670;0.015720
exp;105;110;0.033170;0.015320
exp;105;115;0.030420;0.014880
exp;105;120;0.028920;0.014640
exp;105;125;0.027670;0.014440
exp;105;130;0.026920;0.014320
exp;105;135;0.025920;0.014160
exp;105;140;0.024920;0.014000
exp;105;145;0.023920;0.013840
exp;105;150;0.022170;0.013560
exp;105;155;0.021420;0.013440
exp;105;160;0.020670;0.013320
exp;105;165;0.020170;0.013240
exp;105;170;0.019420;0.013120
exp;105;175;0.017670;0.012840
exp;105;180;0.017420;0.012800
exp;105;185;0.017170;0.012760
exp;105;190;0.016170;0.012600
exp;105;195;0.015920;0.012560
exp;105;200;0.015920;0.012560
exp;105;205;0.014920;0.012400
exp;105;210;0.014170;0.012280
exp;105;215;0.013420;0.012160
exp;105;220;0.013170;0.012120
exp;105;225;0.012920;0.012080
exp;105;230;0.012920;0.012080
exp;105;235;0.012920;0.012080
exp;105;240;0.012920;0.012080
exp;105;245;0.012920;0.012080
exp;105;250;0.012670;0.012040
exp;105;255;0.012670;0.012040
exp;105;260;0.012420;0.012000
exp;105;265;0.012420;0.012000
exp;105;270;0.012420;0.012000
exp;105;275;0.012170;0.011960
exp;105;280;0.012170;0.011960
exp;105;285;0.012170;0.011960
exp;105;290;0.012170;0.011960
exp;105;295;0.012170;0.011960
exp;105;300;0.012170;0.011960
exp;105;305;0.011920;0.011920
exp;105;310;0.011920;0.011920
exp;105;315;0.011920;0.011920
exp;105;320;0.011920;0.011920
exp;105;325;0.011920;0.011920
exp;105;330;0.011920;0.011920
exp;105;335;0.011920;0.011920
exp;105;340;0.011920;0.011920
exp;105;345;0.011920;0.011920
exp;105;350;0.011920;0.011920
exp;105;355;0.011920;0.011920
exp;105;360;0.011920;0.011920
exp;105;365;0.011920;0.011920
exp;105;370;0.011920;0.011920
exp;105;375;0.011920;0.011920
exp;105;380;0.011920;0.011920
exp;105;385;0.011920;0.011920
exp;105;390;0.011920;0.011920
exp;105;395;0.011920;0.011920
exp;105;400;0.011920;0.011920
exp;110;5;0.134450;0.030500
exp;110;10;0.126950;0.029300
exp;110;15;0.117950;0.027860
exp;110;20;0.106450;0.026020
exp;110;25;0.098200;0.024700
exp;110;30;0.090950;0.023540
exp;110;35;0.083700;0.022380
exp;110;40;0.075200;0.021020
exp;110;45;0.068700;0.019980
exp;110;50;0.064950;0.019380
exp;110;55;0.061200;0.018780
exp;110;60;0.057950;0.018260
exp;110;65;0.052950;0.017460
exp;110;70;0.047450;0.016580
exp;110;75;0.043450;0.015940
exp;110;80;0.039950;0.015380
exp;110;85;0.039200;0.015260
exp;110;90;0.038200;0.015100
exp;110;95;0.036450;0.014820
exp;110;100;0.034450;0.014500
exp;110;105;0.031950;0.014100
exp;110;110;0.029200;0.013660
exp;110;115;0.027700;0.013420
exp;110;120;0.026450;0.013220
exp;110;125;0.025700;0.013100
exp;110;130;0.024700;0.012940
exp;110;135;0.023700;0.012780
exp;110;140;0.022700;0.012620
exp;110;145;0.020950;0.012340
exp;110;150;0.020200;0.012220
exp;110;155;0.019450;0.012100
exp;110;160;0.018950;0.012020
exp;110;165;0.018200;0.011900
exp;110;170;0.016450;0.011620
exp;110;175;0.016200;0.011580
exp;110;180;0.015950;0.011540
exp;110;185;0.014950;0.011380
exp;110;190;0.014700;0.011340
exp;110;195;0.014700;0.011340
exp;110;200;0.013700;0.011180
exp;110;205;0.012950;0.011060
exp;110;210;0.012200;0.010940
exp;110;215;0.011950;0.010900
exp;110;220;0.011700;0.010860
exp;110;225;0.011700;0.010860
exp;110;230;0.011700;0.010860
exp;110;235;0.011700;0.010860
exp;110;240;0.011700;0.010860
exp;110;245;0.011450;0.010820
exp;110;250;0.011450;0.010820
exp;110;255;0.011200;0.010780
exp;110;260;0.011200;0.010780
exp;110;265;0.011200;0.010780
exp;110;270;0.010950;0.010740
exp;110;275;0.010950;0.010740
exp;110;280;0.010950;0.010740
exp;110;285;0.010950;0.010740
exp;110;290;0.010950;0.010740
exp;110;295;0.010950;0.010740
exp;110;300;0.010700;0.010700
exp;110;305;0.010700;0.010700
exp;110;310;0.010700;0.010700
exp;110;315;0.010700;0.010700
exp;110;320;0.010700;0.010700
exp;110;325;0.010700;0.010700
exp;110;330;0.010700;0.010700
exp;110;335;0.010700;0.010700
exp;110;340;0.010700;0.010700
exp;110;345;0.010700;0.010700
exp;110;350;0.010700;0.010700
exp;110;355;0.010700;0.010700
exp;110;360;0.010700;0.010700
exp;110;365;0.010700;0.010700
exp;110;370;0.010700;0.010700
exp;110;375;0.010700;0.010700
exp;110;380;0.010700;0.010700
exp;110;385;0.010700;0.010700
exp;110;390;0.010700;0.010700
exp;110;395;0.010700;0.010700
exp;110;400;0.010700;0.010700
exp;115;5;0.126150;0.028500
exp;115;10;0.117150;0.027060
exp;115;15;0.105650;0.025220
exp;115;20;0.097400;0.023900
exp;115;25;0.090150;0.022740
exp;115;30;0.082900;0.021580
exp;115;35;0.074400;0.020220
exp;115;40;0.067900;0.019180
exp;115;45;0.064150;0.018580
exp;115;50;0.060400;0.017980
exp;115;55;0.057150;0.017460
exp;115;60;0.052150;0.016660
exp;115;65;0.046650;0.015780
exp;115;70;0.042650;0.015140
exp;115;75;0.039150;0.014580
exp;115;80;0.038400;0.014460
exp;115;85;0.037400;0.014300
exp;115;90;0.035650;0.014020
exp;115;95;0.033650;0.013700
exp;115;100;0.031150;0.013300
exp;115;105;0.028400;0.012860
exp;115;110;0.026900;0.012620
exp;115;115;0.025650;0.012420
exp;115;120;0.024900;0.012300
exp;115;125;0.023900;0.012140
exp;115;130;0.022900;0.011980
exp;115;135;0.021900;0.011820
exp;115;140;0.020150;0.011540
exp;115;145;0.019400;0.011420
exp;115;150;0.018650;0.011300
exp;115;155;0.018150;0.011220
exp;115;160;0.017400;0.011100
exp;115;165;0.015650;0.010820
exp;115;170;0.015400;0.010780
exp;115;175;0.015150;0.010740
exp;115;180;0.014150;0.010580
exp;115;185;0.013900;0.010540
exp;115;190;0.013900;0.010540
exp;115;195;0.012900;0.010380
exp;115;200;0.012150;0.010260
exp;115;205;0.011400;0.010140
exp;115;210;0.011150;0.010100
exp;115;215;0.010900;0.010060
exp;115;220;0.010900;0.010060
exp;115;225;0.010900;0.010060
exp;115;230;0.010900;0.010060
exp;115;235;0.010900;0.010060
exp;115;240;0.010650;0.010020
exp;115;245;0.010650;0.010020
exp;115;250;0.010400;0.009980
exp;115;255;0.010400;0.009980
exp;115;260;0.010400;0.009980
exp;115;265;0.010150;0.009940
exp;115;270;0.010150;0.009940
exp;115;275;0.010150;0.009940
exp;115;280;0.010150;0.009940
exp;115;285;0.010150;0.009940
exp;115;290;0.010150;0.009940
exp;115;295;0.009900;0.009900
exp;115;300;0.009900;0.009900
exp;115;305;0.009900;0.009900
exp;115;310;0.009900;0.009900
exp;115;315;0.009900;0.009900
exp;115;320;0.009900;0.009900
exp;115;325;0.009900;0.009900
exp;115;330;0.009900;0.009900
exp;115;335;0.009900;0.009900
exp;115;340;0.009900;0.009900
exp;115;345;0.009900;0.009900
exp;115;350;0.009900;0.009900
exp;115;355;0.009900;0.009900
exp;115;360;0.009900;0.009900
exp;115;365;0.009900;0.009900
exp;115;370;0.009900;0.009900
exp;115;375;0.009900;0.009900
exp;115;380;0.009900;0.009900
exp;115;385;0.009900;0.009900
exp;115;390;0.009900;0.009900
exp;115;395;0.009900;0.009900
exp;115;400;0.009900;0.009900
exp;120;5;0.116550;0.026460
exp;120;10;0.105050;0.024620
exp;120;15;0.096800;0.023300
exp;120;20;0.089550;0.022140
exp;120;25;0.082300;0.020980
exp;120;30;0.073800;0.019620
exp;120;35;0.067300;0.018580
exp;120;40;0.063550;0.017980
exp;120;45;0.059800;0.017380
exp;120;50;0.056550;0.016860
exp;120;55;0.051550;0.016060
exp;120;60;0.046050;0.015180
exp;120;65;0.042050;0.014540
exp;120;70;0.038550;0.013980
exp;120;75;0.037800;0.013860
exp;120;80;0.036800;0.013700
exp;120;85;0.035050;0.013420
exp;120;90;0.033050;0.013100
exp;120;95;0.030550;0.012700
exp;120;100;0.027800;0.012260
exp;120;105;0.026300;0.012020
exp;120;110;0.025050;0.011820
exp;120;115;0.024300;0.011700
exp;120;120;0.023300;0.011540
exp;120;125;0.022300;0.011380
exp;120;130;0.021300;0.011220
exp;120;135;0.019550;0.010940
exp;120;140;0.018800;0.010820
exp;120;145;0.018050;0.010700
exp;120;150;0.017550;0.010620
exp;120;155;0.016800;0.010500
exp;120;160;0.015050;0.010220
exp;120;165;0.014800;0.010180
exp;120;170;0.014550;0.010140
exp;120;175;0.013550;0.009980
exp;120;180;0.013300;0.009940
exp;120;185;0.013300;0.009940
exp;120;190;0.012300;0.009780
exp;120;195;0.011550;0.009660
exp;120;200;0.010800;0.009540
exp;120;205;0.010550;0.009500
exp;120;210;0.010300;0.009460
exp;120;215;0.010300;0.009460
exp;120;220;0.010300;0.009460
exp;120;225;0.010300;0.009460
exp;120;230;0.010300;0.009460
exp;120;235;0.010050;0.009420
exp;120;240;0.010050;0.009420
exp;120;245;0.009800;0.009380
exp;120;250;0.009800;0.009380
exp;120;255;0.009800;0.009380
exp;120;260;0.009550;0.009340
exp;120;265;0.009550;0.009340
exp;120;270;0.009550;0.009340
exp;120;275;0.009550;0.009340
exp;120;280;0.009550;0.009340
exp;120;285;0.009550;0.009340
exp;120;290;0.009300;0.009300
exp;120;295;0.009300;0.009300
exp;120;300;0.009300;0.009300
exp;120;305;0.009300;0.009300
exp;120;310;0.009300;0.009300
exp;120;315;0.009300;0.009300
exp;120;320;0.009300;0.009300
exp;120;325;0.009300;0.009300
exp;120;330;0.009300;0.009300
exp;120;335;0.009300;0.009300
exp;120;340;0.009300;0.009300
exp;120;345;0.009300;0.009300
exp;120;350;0.009300;0.009300
exp;120;355;0.009300;0.009300
exp;120;360;0.009300;0.009300
exp;120;365;0.009300;0.009300
exp;120;370;0.009300;0.009300
exp;120;375;0.009300;0.009300
exp;120;380;0.009300;0.009300
exp;120;385;0.009300;0.009300
exp;120;390;0.009300;0.009300
exp;120;395;0.009300;0.009300
exp;120;400;0.009300;0.009300
exp;125;5;0.104330;0.023900
exp;125;10;0.096080;0.022580
exp;125;15;0.088830;0.021420
exp;125;20;0.081580;0.020260
exp;125;25;0.073080;0.018900
exp;125;30;0.066580;0.017860
exp;125;35;0.062830;0.017260
exp;125;40;0.059080;0.016660
exp;125;45;0.055830;0.016140
exp;125;50;0.050830;0.015340
exp;125;55;0.045330;0.014460
exp;125;60;0.041330;0.013820
exp;125;65;0.037830;0.013260
exp;125;70;0.037080;0.013140
exp;125;75;0.036080;0.012980
exp;125;80;0.034330;0.012700
exp;125;85;0.032330;0.012380
exp;125;90;0.029830;0.011980
exp;125;95;0.027080;0.011540
exp;125;100;0.025580;0.011300
exp;125;105;0.024330;0.011100
exp;125;110;0.023580;0.010980
exp;125;115;0.022580;0.010820
exp;125;120;0.021580;0.010660
exp;125;125;0.020580;0.010500
exp;125;130;0.018830;0.010220
exp;125;135;0.018080;0.010100
exp;125;140;0.017330;0.009980
exp;125;145;0.016830;0.009900
exp;125;150;0.016080;0.009780
exp;125;155;0.014330;0.009500
exp;125;160;0.014080;0.009460
exp;125;165;0.013830;0.009420
exp;125;170;0.012830;0.009260
exp;125;175;0.012580;0.009220
exp;125;180;0.012580;0.009220
exp;125;185;0.011580;0.009060
exp;125;190;0.010830;0.008940
exp;125;195;0.010080;0.008820
exp;125;200;0.009830;0.008780
exp;125;205;0.009580;0.008740
exp;125;210;0.009580;0.008740
exp;125;215;0.009580;0.008740
exp;125;220;0.009580;0.008740
exp;125;225;0.009580;0.008740
exp;125;230;0.009330;0.008700
exp;125;235;0.009330;0.008700
exp;125;240;0.009080;0.008660
exp;125;245;0.009080;0.008660
exp;125;250;0.009080;0.008660
exp;125;255;0.008830;0.008620
exp;125;260;0.008830;0.008620
exp;125;265;0.008830;0.008620
exp;125;270;0.008830;0.008620
exp;125;275;0.008830;0.008620
exp;125;280;0.008830;0.008620
exp;125;285;0.008580;0.008580
exp;125;290;0.008580;0.008580
exp;125;295;0.008580;0.008580
exp;125;300;0.008580;0.008580
exp;125;305;0.008580;0.008580
exp;125;310;0.008580;0.008580
exp;125;315;0.008580;0.008580
exp;125;320;0.008580;0.008580
exp;125;325;0.008580;0.008580
exp;125;330;0.008580;0.008580
exp;125;335;0.008580;0.008580
exp;125;340;0.008580;0.008580
exp;125;345;0.008580;0.008580
exp;125;350;0.008580;0.008580
exp;125;355;0.008580;0.008580
exp;125;360;0.008580;0.008580
exp;125;365;0.008580;0.008580
exp;125;370;0.008580;0.008580
exp;125;375;0.008580;0.008580
exp;125;380;0.008580;0.008580
exp;125;385;0.008580;0.008580
exp;125;390;0.008580;0.008580
exp;125;395;0.008580;0.008580
exp;125;400;0.008580;0.008580
exp;130;5;0.095160;0.021660
exp;130;10;0.087910;0.020500
exp;130;15;0.080660;0.019340
exp;130;20;0.072160;0.017980
exp;130;25;0.065660;0.016940
exp;130;30;0.061910;0.016340
exp;130;35;0.058160;0.015740
exp;130;40;0.054910;0.015220
exp;130;45;0.049910;0.014420
exp;130;50;0.044410;0.013540
exp;130;55;0.040410;0.012900
exp;130;60;0.036910;0.012340
exp;130;65;0.036160;0.012220
exp;130;70;0.035160;0.012060
exp;130;75;0.033410;0.011780
exp;130;80;0.031410;0.011460
exp;130;85;0.028910;0.011060
exp;130;90;0.026160;0.010620
exp;130;95;0.024660;0.010380
exp;130;100;0.023410;0.010180
exp;130;105;0.022660;0.010060
exp;130;110;0.021660;0.009900
exp;130;115;0.020660;0.009740
exp;130;120;0.019660;0.009580
exp;130;125;0.017910;0.009300
exp;130;130;0.017160;0.009180
exp;130;135;0.016410;0.009060
exp;130;140;0.015910;0.008980
exp;130;145;0.015160;0.008860
exp;130;150;0.013410;0.008580
exp;130;155;0.013160;0.008540
exp;130;160;0.012910;0.008500
exp;130;165;0.011910;0.008340
exp;130;170;0.011660;0.008300
exp;130;175;0.011660;0.008300
exp;130;180;0.010660;0.008140
exp;130;185;0.009910;0.008020
exp;130;190;0.009160;0.007900
exp;130;195;0.008910;0.007860
exp;130;200;0.008660;0.007820
exp;130;205;0.008660;0.007820
exp;130;210;0.008660;0.007820
exp;130;215;0.008660;0.007820
exp;130;220;0.008660;0.007820
exp;130;225;0.008410;0.007780
exp;130;230;0.008410;0.007780
exp;130;235;0.008160;0.007740
exp;130;240;0.008160;0.007740
exp;130;245;0.008160;0.007740
exp;130;250;0.007910;0.007700
exp;130;255;0.007910;0.007700
exp;130;260;0.007910;0.007700
exp;130;265;0.007910;0.007700
exp;130;270;0.007910;0.007700
exp;130;275;0.007910;0.007700
exp;130;280;0.007660;0.007660
exp;130;285;0.007660;0.007660
exp;130;290;0.007660;0.007660
exp;130;295;0.007660;0.007660
exp;130;300;0.007660;0.007660
exp;130;305;0.007660;0.007660
exp;130;310;0.007660;0.007660
exp;130;315;0.007660;0.007660
exp;130;320;0.007660;0.007660
exp;130;325;0.007660;0.007660
exp;130;330;0.007660;0.007660
exp;130;335;0.007660;0.007660
exp;130;340;0.007660;0.007660
exp;130;345;0.007660;0.007660
exp;130;350;0.007660;0.007660
exp;130;355;0.007660;0.007660
exp;130;360;0.007660;0.007660
exp;130;365;0.007660;0.007660
exp;130;370;0.007660;0.007660
exp;130;375;0.007660;0.007660
exp;130;380;0.007660;0.007660
exp;130;385;0.007660;0.007660
exp;130;390;0.007660;0.007660
exp;130;395;0.007660;0.007660
exp;130;400;0.007660;0.007660
exp;135;5;0.087250;0.019840
exp;135;10;0.080000;0.018680
exp;135;15;0.071500;0.017320
exp;135;20;0.065000;0.016280
exp;135;25;0.061250;0.015680
exp;135;30;0.057500;0.015080
exp;135;35;0.054250;0.014560
exp;135;40;0.049250;0.013760
exp;135;45;0.043750;0.012880
exp;135;50;0.039750;0.012240
exp;135;55;0.036250;0.011680
exp;135;60;0.035500;0.011560
exp;135;65;0.034500;0.011400
exp;135;70;0.032750;0.011120
exp;135;75;0.030750;0.010800
exp;135;80;0.028250;0.010400
exp;135;85;0.025500;0.009960
exp;135;90;0.024000;0.009720
exp;135;95;0.022750;0.009520
exp;135;100;0.022000;0.009400
exp;135;105;0.021000;0.009240
exp;135;110;0.020000;0.009080
exp;135;115;0.019000;0.008920
exp;135;120;0.017250;0.008640
exp;135;125;0.016500;0.008520
exp;135;130;0.015750;0.008400
exp;135;135;0.015250;0.008320
exp;135;140;0.014500;0.008200
exp;135;145;0.012750;0.007920
exp;135;150;0.012500;0.007880
exp;135;155;0.012250;0.007840
exp;135;160;0.011250;0.007680
exp;135;165;0.011000;0.007640
exp;135;170;0.011000;0.007640
exp;135;175;0.010000;0.007480
exp;135;180;0.009250;0.007360
exp;135;185;0.008500;0.007240
exp;135;190;0.008250;0.007200
exp;135;195;0.008000;0.007160
exp;135;200;0.008000;0.007160
exp;135;205;0.008000;0.007160
exp;135;210;0.008000;0.007160
exp;135;215;0.008000;0.007160
exp;135;220;0.007750;0.007120
exp;135;225;0.007750;0.007120
exp;135;230;0.007500;0.007080
exp;135;235;0.007500;0.007080
exp;135;240;0.007500;0.007080
exp;135;245;0.007250;0.007040
exp;135;250;0.007250;0.007040
exp;135;255;0.007250;0.007040
exp;135;260;0.007250;0.007040
exp;135;265;0.007250;0.007040
exp;135;270;0.007250;0.007040
exp;135;275;0.007000;0.007000
exp;135;280;0.007000;0.007000
exp;135;285;0.007000;0.007000
exp;135;290;0.007000;0.007000
exp;135;295;0.007000;0.007000
exp;135;300;0.007000;0.007000
exp;135;305;0.007000;0.007000
exp;135;310;0.007000;0.007000
exp;135;315;0.007000;0.007000
exp;135;320;0.007000;0.007000
exp;135;325;0.007000;0.007000
exp;135;330;0.007000;0.007000
exp;135;335;0.007000;0.007000
exp;135;340;0.007000;0.007000
exp;135;345;0.007000;0.007000
exp;135;350;0.007000;0.007000
exp;135;355;0.007000;0.007000
exp;135;360;0.007000;0.007000
exp;135;365;0.007000;0.007000
exp;135;370;0.007000;0.007000
exp;135;375;0.007000;0.007000
exp;135;380;0.007000;0.007000
exp;135;385;0.007000;0.007000
exp;135;390;0.007000;0.007000
exp;135;395;0.007000;0.007000
exp;135;400;0.007000;0.007000
exp;140;5;0.079420;0.018100
exp;140;10;0.070920;0.016740
exp;140;15;0.064420;0.015700
exp;140;20;0.060670;0.015100
exp;140;25;0.056920;0.014500
exp;140;30;0.053670;0.013980
exp;140;35;0.048670;0.013180
exp;140;40;0.043170;0.012300
exp;140;45;0.039170;0.011660
exp;140;50;0.035670;0.011100
exp;140;55;0.034920;0.010980
exp;140;60;0.033920;0.010820
exp;140;65;0.032170;0.010540
exp;140;70;0.030170;0.010220
exp;140;75;0.027670;0.009820
exp;140;80;0.024920;0.009380
exp;140;85;0.023420;0.009140
exp;140;90;0.022170;0.008940
exp;140;95;0.021420;0.008820
exp;140;100;0.020420;0.008660
exp;140;105;0.019420;0.008500
exp;140;110;0.018420;0.008340
exp;140;115;0.016670;0.008060
exp;140;120;0.015920;0.007940
exp;140;125;0.015170;0.007820
exp;140;130;0.014670;0.007740
exp;140;135;0.013920;0.007620
exp;140;140;0.012170;0.007340
exp;140;145;0.011920;0.007300
exp;140;150;0.011670;0.007260
exp;140;155;0.010670;0.007100
exp;140;160;0.010420;0.007060
exp;140;165;0.010420;0.007060
exp;140;170;0.009420;0.006900
exp;140;175;0.008670;0.006780
exp;140;180;0.007920;0.006660
exp;140;185;0.007670;0.006620
exp;140;190;0.007420;0.006580
exp;140;195;0.007420;0.006580
exp;140;200;0.007420;0.006580
exp;140;205;0.007420;0.006580
exp;140;210;0.007420;0.006580
exp;140;215;0.007170;0.006540
exp;140;220;0.007170;0.006540
exp;140;225;0.006920;0.006500
exp;140;230;0.006920;0.006500
exp;140;235;0.006920;0.006500
exp;140;240;0.006670;0.006460
exp;140;245;0.006670;0.006460
exp;140;250;0.006670;0.006460
exp;140;255;0.006670;0.006460
exp;140;260;0.006670;0.006460
exp;140;265;0.006670;0.006460
exp;140;270;0.006420;0.006420
exp;140;275;0.006420;0.006420
exp;140;280;0.006420;0.006420
exp;140;285;0.006420;0.006420
exp;140;290;0.006420;0.006420
exp;140;295;0.006420;0.006420
exp;140;300;0.006420;0.006420
exp;140;305;0.006420;0.006420
exp;140;310;0.006420;0.006420
exp;140;315;0.006420;0.006420
exp;140;320;0.006420;0.006420
exp;140;325;0.006420;0.006420
exp;140;330;0.006420;0.006420
exp;140;335;0.006420;0.006420
exp;140;340;0.006420;0.006420
exp;140;345;0.006420;0.006420
exp;140;350;0.006420;0.006420
exp;140;355;0.006420;0.006420
exp;140;360;0.006420;0.006420
exp;140;365;0.006420;0.006420
exp;140;370;0.006420;0.006420
exp;140;375;0.006420;0.006420
exp;140;380;0.006420;0.006420
exp;140;385;0.006420;0.006420
exp;140;390;0.006420;0.006420
exp;140;395;0.006420;0.006420
exp;140;400;0.006420;0.006420
exp;145;5;0.070340;0.016160
exp;145;10;0.063840;0.015120
exp;145;15;0.060090;0.014520
exp;145;20;0.056340;0.013920
exp;145;25;0.053090;0.013400
exp;145;30;0.048090;0.012600
exp;145;35;0.042590;0.011720
exp;145;40;0.038590;0.011080
exp;145;45;0.035090;0.010520
exp;145;50;0.034340;0.010400
exp;145;55;0.033340;0.010240
exp;145;60;0.031590;0.009960
exp;145;65;0.029590;0.009640
exp;145;70;0.027090;0.009240
exp;145;75;0.024340;0.008800
exp;145;80;0.022840;0.008560
exp;145;85;0.021590;0.008360
exp;145;90;0.020840;0.008240
exp;145;95;0.019840;0.008080
exp;145;100;0.018840;0.007920
exp;145;105;0.017840;0.007760
exp;145;110;0.016090;0.007480
exp;145;115;0.015340;0.007360
exp;145;120;0.014590;0.007240
exp;145;125;0.014090;0.007160
exp;145;130;0.013340;0.007040
exp;145;135;0.011590;0.006760
exp;145;140;0.011340;0.006720
exp;145;145;0.011090;0.006680
exp;145;150;0.010090;0.006520
exp;145;155;0.009840;0.006480
exp;145;160;0.009840;0.006480
exp;145;165;0.008840;0.006320
exp;145;170;0.008090;0.006200
exp;145;175;0.007340;0.006080
exp;145;180;0.007090;0.006040
exp;145;185;0.006840;0.006000
exp;145;190;0.006840;0.006000
exp;145;195;0.006840;0.006000
exp;145;200;0.006840;0.006000
exp;145;205;0.006840;0.006000
exp;145;210;0.006590;0.005960
exp;145;215;0.006590;0.005960
exp;145;220;0.006340;0.005920
exp;145;225;0.006340;0.005920
exp;145;230;0.006340;0.005920
exp;145;235;0.006090;0.005880
exp;145;240;0.006090;0.005880
exp;145;245;0.006090;0.005880
exp;145;250;0.006090;0.005880
exp;145;255;0.006090;0.005880
exp;145;260;0.006090;0.005880
exp;145;265;0.005840;0.005840
exp;145;270;0.005840;0.005840
exp;145;275;0.005840;0.005840
exp;145;280;0.005840;0.005840
exp;145;285;0.005840;0.005840
exp;145;290;0.005840;0.005840
exp;145;295;0.005840;0.005840
exp;145;300;0.005840;0.005840
exp;145;305;0.005840;0.005840
exp;145;310;0.005840;0.005840
exp;145;315;0.005840;0.005840
exp;145;320;0.005840;0.005840
exp;145;325;0.005840;0.005840
exp;145;330;0.005840;0.005840
exp;145;335;0.005840;0.005840
exp;145;340;0.005840;0.005840
exp;145;345;0.005840;0.005840
exp;145;350;0.005840;0.005840
exp;145;355;0.005840;0.005840
exp;145;360;0.005840;0.005840
exp;145;365;0.005840;0.005840
exp;145;370;0.005840;0.005840
exp;145;375;0.005840;0.005840
exp;145;380;0.005840;0.005840
exp;145;385;0.005840;0.005840
exp;145;390;0.005840;0.005840
exp;145;395;0.005840;0.005840
exp;145;400;0.005840;0.005840
exp;150;5;0.063160;0.014440
exp;150;10;0.059410;0.013840
exp;150;15;0.055660;0.013240
exp;150;20;0.052410;0.012720
exp;150;25;0.047410;0.011920
exp;150;30;0.041910;0.011040
exp;150;35;0.037910;0.010400
exp;150;40;0.034410;0.009840
exp;150;45;0.033660;0.009720
exp;150;50;0.032660;0.009560
exp;150;55;0.030910;0.009280
exp;150;60;0.028910;0.008960
exp;150;65;0.026410;0.008560
exp;150;70;0.023660;0.008120
exp;150;75;0.022160;0.007880
exp;150;80;0.020910;0.007680
exp;150;85;0.020160;0.007560
exp;150;90;0.019160;0.007400
exp;150;95;0.018160;0.007240
exp;150;100;0.017160;0.007080
exp;150;105;0.015410;0.006800
exp;150;110;0.014660;0.006680
exp;150;115;0.013910;0.006560
exp;150;120;0.013410;0.006480
exp;150;125;0.012660;0.006360
exp;150;130;0.010910;0.006080
exp;150;135;0.010660;0.006040
exp;150;140;0.010410;0.006000
exp;150;145;0.009410;0.005840
exp;150;150;0.009160;0.005800
exp;150;155;0.009160;0.005800
exp;150;160;0.008160;0.005640
exp;150;165;0.007410;0.005520
exp;150;170;0.006660;0.005400
exp;150;175;0.006410;0.005360
exp;150;180;0.006160;0.005320
exp;150;185;0.006160;0.005320
exp;150;190;0.006160;0.005320
exp;150;195;0.006160;0.005320
exp;150;200;0.006160;0.005320
exp;150;205;0.005910;0.005280
exp;150;210;0.005910;0.005280
exp;150;215;0.005660;0.005240
exp;150;220;0.005660;0.005240
exp;150;225;0.005660;0.005240
exp;150;230;0.005410;0.005200
exp;150;235;0.005410;0.005200
exp;150;240;0.005410;0.005200
exp;150;245;0.005410;0.005200
exp;150;250;0.005410;0.005200
exp;150;255;0.005410;0.005200
exp;150;260;0.005160;0.005160
exp;150;265;0.005160;0.005160
exp;150;270;0.005160;0.005160
exp;150;275;0.005160;0.005160
exp;150;280;0.005160;0.005160
exp;150;285;0.005160;0.005160
exp;150;290;0.005160;0.005160
exp;150;295;0.005160;0.005160
exp;150;300;0.005160;0.005160
exp;150;305;0.005160;0.005160
exp;150;310;0.005160;0.005160
exp;150;315;0.005160;0.005160
exp;150;320;0.005160;0.005160
exp;150;325;0.005160;0.005160
exp;150;330;0.005160;0.005160
exp;150;335;0.005160;0.005160
exp;150;340;0.005160;0.005160
exp;150;345;0.005160;0.005160
exp;150;350;0.005160;0.005160
exp;150;355;0.005160;0.005160
exp;150;360;0.005160;0.005160
exp;150;365;0.005160;0.005160
exp;150;370;0.005160;0.005160
exp;150;375;0.005160;0.005160
exp;150;380;0.005160;0.005160
exp;150;385;0.005160;0.005160
exp;150;390;0.005160;0.005160
exp;150;395;0.005160;0.005160
exp;150;400;0.005160;0.005160
exp;155;5;0.058890;0.013320
exp;155;10;0.055140;0.012720
exp;155;15;0.051890;0.012200
exp;155;20;0.046890;0.011400
exp;155;25;0.041390;0.010520
exp;155;30;0.037390;0.009880
exp;155;35;0.033890;0.009320
exp;155;40;0.033140;0.009200
exp;155;45;0.032140;0.009040
exp;155;50;0.030390;0.008760
exp;155;55;0.028390;0.008440
exp;155;60;0.025890;0.008040
exp;155;65;0.023140;0.007600
exp;155;70;0.021640;0.007360
exp;155;75;0.020390;0.007160
exp;155;80;0.019640;0.007040
exp;155;85;0.018640;0.006880
exp;155;90;0.017640;0.006720
exp;155;95;0.016640;0.006560
exp;155;100;0.014890;0.006280
exp;155;105;0.014140;0.006160
exp;155;110;0.013390;0.006040
exp;155;115;0.012890;0.005960
exp;155;120;0.012140;0.005840
exp;155;125;0.010390;0.005560
exp;155;130;0.010140;0.005520
exp;155;135;0.009890;0.005480
exp;155;140;0.008890;0.005320
exp;155;145;0.008640;0.005280
exp;155;150;0.008640;0.005280
exp;155;155;0.007640;0.005120
exp;155;160;0.006890;0.005000
exp;155;165;0.006140;0.004880
exp;155;170;0.005890;0.004840
exp;155;175;0.005640;0.004800
exp;155;180;0.005640;0.004800
exp;155;185;0.005640;0.004800
exp;155;190;0.005640;0.004800
exp;155;195;0.005640;0.004800
