trimodal;5;5;1.349840;0.299970
trimodal;5;10;1.349840;0.299970
trimodal;5;15;1.348590;0.299770
trimodal;5;20;1.346340;0.299410
trimodal;5;25;1.336840;0.297890
trimodal;5;30;1.314340;0.294290
trimodal;5;35;1.266090;0.286570
trimodal;5;40;1.197590;0.275610
trimodal;5;45;1.107090;0.261130
trimodal;5;50;1.034840;0.249570
trimodal;5;55;0.981340;0.241010
trimodal;5;60;0.949340;0.235890
trimodal;5;65;0.937590;0.234010
trimodal;5;70;0.929340;0.232690
trimodal;5;75;0.917340;0.230770
trimodal;5;80;0.889090;0.226250
trimodal;5;85;0.839340;0.218290
trimodal;5;90;0.773590;0.207770
trimodal;5;95;0.683590;0.193370
trimodal;5;100;0.610590;0.181690
trimodal;5;105;0.562590;0.174010
trimodal;5;110;0.533590;0.169370
trimodal;5;115;0.522090;0.167530
trimodal;5;120;0.512090;0.165930
trimodal;5;125;0.496340;0.163410
trimodal;5;130;0.472340;0.159570
trimodal;5;135;0.430090;0.152810
trimodal;5;140;0.361990;0.141910
trimodal;5;145;0.274490;0.127910
trimodal;5;150;0.204740;0.116750
trimodal;5;155;0.149740;0.107950
trimodal;5;160;0.120740;0.103310
trimodal;5;165;0.107740;0.101230
trimodal;5;170;0.102240;0.100350
trimodal;5;175;0.100240;0.100030
trimodal;5;180;0.099990;0.099990
trimodal;5;185;0.099990;0.099990
trimodal;5;190;0.099990;0.099990
trimodal;5;195;0.099990;0.099990
trimodal;5;200;0.099990;0.099990
trimodal;5;205;0.099990;0.099990
trimodal;5;210;0.099990;0.099990
trimodal;5;215;0.099990;0.099990
trimodal;5;220;0.099990;0.099990
trimodal;5;225;0.099990;0.099990
trimodal;5;230;0.099990;0.099990
trimodal;5;235;0.099990;0.099990
trimodal;5;240;0.099990;0.099990
trimodal;5;245;0.099990;0.099990
trimodal;5;250;0.099990;0.099990
trimodal;5;255;0.099990;0.099990
trimodal;5;260;0.099990;0.099990
trimodal;5;265;0.099990;0.099990
trimodal;5;270;0.099990;0.099990
trimodal;5;275;0.099990;0.099990
trimodal;5;280;0.099990;0.099990
trimodal;5;285;0.099990;0.099990
trimodal;5;290;0.099990;0.099990
trimodal;5;295;0.099990;0.099990
trimodal;5;300;0.099990;0.099990
trimodal;5;305;0.099990;0.099990
trimodal;5;310;0.099990;0.099990
trimodal;5;315;0.099990;0.099990
trimodal;5;320;0.099990;0.099990
trimodal;5;325;0.099990;0.099990
trimodal;5;330;0.099990;0.099990
trimodal;5;335;0.099990;0.099990
trimodal;5;340;0.099990;0.099990
trimodal;5;345;0.099990;0.099990
trimodal;5;350;0.099990;0.099990
trimodal;5;355;0.099990;0.099990
trimodal;5;360;0.099990;0.099990
trimodal;5;365;0.099990;0.099990
trimodal;5;370;0.099990;0.099990
trimodal;5;375;0.099990;0.099990
trimodal;5;380;0.099990;0.099990
trimodal;5;385;0.099990;0.099990
trimodal;5;390;0.099990;0.099990
trimodal;5;395;0.099990;0.099990
trimodal;5;400;0.099990;0.099990
trimodal;10;5;1.349840;0.299970
trimodal;10;10;1.348590;0.299770
trimodal;10;15;1.346340;0.299410
trimodal;10;20;1.336840;0.297890
trimodal;10;25;1.314340;0.294290
trimodal;10;30;1.266090;0.286570
trimodal;10;35;1.197590;0.275610
trimodal;10;40;1.107090;0.261130
trimodal;10;45;1.034840;0.249570
trimodal;10;50;0.981340;0.241010
trimodal;10;55;0.949340;0.235890
trimodal;10;60;0.937590;0.234010
trimodal;10;65;0.929340;0.232690
trimodal;10;70;0.917340;0.230770
trimodal;10;75;0.889090;0.226250
trimodal;10;80;0.839340;0.218290
trimodal;10;85;0.773590;0.207770
trimodal;10;90;0.683590;0.193370
trimodal;10;95;0.610590;0.181690
trimodal;10;100;0.562590;0.174010
trimodal;10;105;0.533590;0.169370
trimodal;10;110;0.522090;0.167530
trimodal;10;115;0.512090;0.165930
trimodal;10;120;0.496340;0.163410
trimodal;10;125;0.472340;0.159570
trimodal;10;130;0.430090;0.152810
trimodal;10;135;0.361990;0.141910
trimodal;10;140;0.274490;0.127910
trimodal;10;145;0.204740;0.116750
trimodal;10;150;0.149740;0.107950
trimodal;10;155;0.120740;0.103310
trimodal;10;160;0.107740;0.101230
trimodal;10;165;0.102240;0.100350
