gaussian_400_25;5;5;47.1
gaussian_400_25;5;10;47.0
gaussian_400_25;5;15;46.9
gaussian_400_25;5;20;46.8
gaussian_400_25;5;25;46.7
gaussian_400_25;5;30;46.6
gaussian_400_25;5;35;46.5
gaussian_400_25;5;40;46.4
gaussian_400_25;5;45;46.3
gaussian_400_25;5;50;46.2
gaussian_400_25;5;55;46.1
gaussian_400_25;5;60;46.0
gaussian_400_25;5;65;45.9
gaussian_400_25;5;70;45.8
gaussian_400_25;5;75;45.7
gaussian_400_25;5;80;45.6
gaussian_400_25;5;85;45.5
gaussian_400_25;5;90;45.4
gaussian_400_25;5;95;45.3
gaussian_400_25;5;100;45.2
gaussian_400_25;5;105;45.1
gaussian_400_25;5;110;45.0
gaussian_400_25;5;115;45.0
gaussian_400_25;5;120;44.9
gaussian_400_25;5;125;44.8
gaussian_400_25;5;130;44.7
gaussian_400_25;5;135;44.6
gaussian_400_25;5;140;44.5
gaussian_400_25;5;145;44.4
gaussian_400_25;5;150;44.3
gaussian_400_25;5;155;44.2
gaussian_400_25;5;160;44.1
gaussian_400_25;5;165;44.0
gaussian_400_25;5;170;43.9
gaussian_400_25;5;175;43.8
gaussian_400_25;5;180;43.7
gaussian_400_25;5;185;43.6
gaussian_400_25;5;190;43.5
gaussian_400_25;5;195;43.4
gaussian_400_25;5;200;43.3
gaussian_400_25;5;205;43.2
gaussian_400_25;5;210;43.1
gaussian_400_25;5;215;43.0
gaussian_400_25;5;220;42.9
gaussian_400_25;5;225;42.8
gaussian_400_25;5;230;42.7
gaussian_400_25;5;235;42.6
gaussian_400_25;5;240;42.5
gaussian_400_25;5;245;42.4
gaussian_400_25;5;250;42.4
gaussian_400_25;5;255;42.3
gaussian_400_25;5;260;42.2
gaussian_400_25;5;265;42.1
gaussian_400_25;5;270;42.0
gaussian_400_25;5;275;41.9
gaussian_400_25;5;280;41.8
gaussian_400_25;5;285;41.7
gaussian_400_25;5;290;41.6
gaussian_400_25;5;295;41.5
gaussian_400_25;5;300;41.4
gaussian_400_25;5;305;41.3
gaussian_400_25;5;310;41.2
gaussian_400_25;5;315;41.1
gaussian_400_25;5;320;41.0
gaussian_400_25;5;325;40.9
gaussian_400_25;5;330;40.8
gaussian_400_25;5;335;40.8
gaussian_400_25;5;340;40.7
gaussian_400_25;5;345;40.7
gaussian_400_25;5;350;40.7
gaussian_400_25;5;355;40.7
gaussian_400_25;5;360;40.8
gaussian_400_25;5;365;40.9
gaussian_400_25;5;370;41.1
gaussian_400_25;5;375;41.4
gaussian_400_25;5;380;41.7
gaussian_400_25;5;385;42.1
gaussian_400_25;5;390;42.5
gaussian_400_25;5;395;42.9
gaussian_400_25;5;400;43.3
gaussian_400_25;10;5;46.3
gaussian_400_25;10;10;46.2
gaussian_400_25;10;15;46.1
gaussian_400_25;10;20;46.0
gaussian_400_25;10;25;45.9
gaussian_400_25;10;30;45.8
gaussian_400_25;10;35;45.7
gaussian_400_25;10;40;45.6
gaussian_400_25;10;45;45.5
gaussian_400_25;10;50;45.4
gaussian_400_25;10;55;45.3
gaussian_400_25;10;60;45.2
gaussian_400_25;10;65;45.1
gaussian_400_25;10;70;45.0
gaussian_400_25;10;75;45.0
gaussian_400_25;10;80;44.9
gaussian_400_25;10;85;44.8
gaussian_400_25;10;90;44.7
gaussian_400_25;10;95;44.6
gaussian_400_25;10;100;44.5
gaussian_400_25;10;105;44.4
gaussian_400_25;10;110;44.3
gaussian_400_25;10;115;44.2
gaussian_400_25;10;120;44.1
gaussian_400_25;10;125;44.0
gaussian_400_25;10;130;43.9
