Parameters => idle_timeout: [5, 400]; sleep_timeout: [5; 400]; step: 5
gaussian_250_50;10;130;14.4
gaussian_250_50;10;135;14.3
gaussian_250_50;10;140;14.1
gaussian_250_50;10;145;14.0
gaussian_250_50;10;150;13.9
gaussian_250_50;10;155;13.8
gaussian_250_50;10;160;13.6
gaussian_250_50;10;165;13.5
gaussian_250_50;10;170;13.4
gaussian_250_50;10;175;13.3
gaussian_250_50;10;180;13.3
gaussian_250_50;10;185;13.3
gaussian_250_50;10;190;13.4
gaussian_250_50;10;195;13.6
gaussian_250_50;10;200;13.9
gaussian_250_50;10;205;14.4
gaussian_250_50;10;210;15.0
gaussian_250_50;10;215;15.9
gaussian_250_50;10;220;16.9
gaussian_250_50;10;225;18.3
gaussian_250_50;10;230;19.6
gaussian_250_50;10;235;21.2
gaussian_250_50;10;240;22.7
gaussian_250_50;10;245;24.2
gaussian_250_50;10;250;25.7
gaussian_250_50;10;255;27.0
gaussian_250_50;10;260;28.1
gaussian_250_50;10;265;29.1
gaussian_250_50;10;270;30.0
gaussian_250_50;10;275;30.5
gaussian_250_50;10;280;31.0
gaussian_250_50;10;285;31.4
gaussian_250_50;10;290;31.6
gaussian_250_50;10;295;31.8
gaussian_250_50;10;300;31.9
gaussian_250_50;10;305;31.9
gaussian_250_50;10;310;31.9
gaussian_250_50;10;315;31.9
gaussian_250_50;10;320;31.9
gaussian_250_50;10;325;31.9
gaussian_250_50;10;330;32.0
gaussian_250_50;10;335;32.0
gaussian_250_50;10;340;32.0
gaussian_250_50;10;345;32.0
gaussian_250_50;10;350;32.0
gaussian_250_50;10;355;32.0
gaussian_250_50;10;360;32.0
gaussian_250_50;10;365;32.0
gaussian_250_50;10;370;32.0
gaussian_250_50;10;375;32.0
gaussian_250_50;10;380;32.0
gaussian_250_50;10;385;32.0
gaussian_250_50;10;390;32.0
gaussian_250_50;10;395;32.0
gaussian_250_50;10;400;32.0
gaussian_250_50;15;5;16.5
gaussian_250_50;15;10;16.4
gaussian_250_50;15;15;16.3
gaussian_250_50;15;20;16.1
gaussian_250_50;15;25;16.0
gaussian_250_50;15;30;15.9
gaussian_250_50;15;35;15.8
gaussian_250_50;15;40;15.6
gaussian_250_50;15;45;15.5
gaussian_250_50;15;50;15.4
gaussian_250_50;15;55;15.3
gaussian_250_50;15;60;15.1
gaussian_250_50;15;65;15.0
gaussian_250_50;15;70;14.9
gaussian_250_50;15;75;14.8
gaussian_250_50;15;80;14.6
gaussian_250_50;15;85;14.5
gaussian_250_50;15;90;14.4
gaussian_250_50;15;95;14.3
gaussian_250_50;15;100;14.1
gaussian_250_50;15;105;14.0
gaussian_250_50;15;110;13.9
gaussian_250_50;15;115;13.7
gaussian_250_50;15;120;13.6
gaussian_250_50;15;125;13.5
gaussian_250_50;15;130;13.4
gaussian_250_50;15;135;13.2
gaussian_250_50;15;140;13.1
gaussian_250_50;15;145;13.0
gaussian_250_50;15;150;12.9
gaussian_250_50;15;155;12.7
gaussian_250_50;15;160;12.6
gaussian_250_50;15;165;12.5
gaussian_250_50;15;170;12.5
gaussian_250_50;15;175;12.4
gaussian_250_50;15;180;12.4
gaussian_250_50;15;185;12.5
gaussian_250_50;15;190;12.7
gaussian_250_50;15;195;13.0
gaussian_250_50;15;200;13.5
gaussian_250_50;15;205;14.1
gaussian_250_50;15;210;15.0
gaussian_250_50;15;215;16.0
gaussian_250_50;15;220;17.4
gaussian_250_50;15;225;18.8
gaussian_250_50;15;230;20.4
gaussian_250_50;15;235;21.8
gaussian_250_50;15;240;23.3
gaussian_250_50;15;245;24.8
gaussian_250_50;15;250;26.1
gaussian_250_50;15;255;27.3
gaussian_250_50;15;260;28.3
gaussian_250_50;15;265;29.1
gaussian_250_50;15;270;29.7
gaussian_250_50;15;275;30.1
gaussian_250_50;15;280;30.5
gaussian_250_50;15;285;30.8
gaussian_250_50;15;290;30.9
gaussian_250_50;15;295;31.0
gaussian_250_50;15;300;31.0
gaussian_250_50;15;305;31.0
gaussian_250_50;15;310;31.0
gaussian_250_50;15;315;31.1
gaussian_250_50;15;320;31.1
gaussian_250_50;15;325;31.1
gaussian_250_50;15;330;31.1
gaussian_250_50;15;335;31.1
gaussian_250_50;15;340;31.1
gaussian_250_50;15;345;31.1
gaussian_250_50;15;350;31.1
gaussian_250_50;15;355;31.1
gaussian_250_50;15;360;31.1
gaussian_250_50;15;365;31.1
gaussian_250_50;15;370;31.1
gaussian_250_50;15;375;31.1
gaussian_250_50;15;380;31.1
gaussian_250_50;15;385;31.1
gaussian_250_50;15;390;31.1
gaussian_250_50;15;395;31.1
gaussian_250_50;15;400;31.1
gaussian_250_50;20;5;15.5
gaussian_250_50;20;10;15.4
gaussian_250_50;20;15;15.3
gaussian_250_50;20;20;15.1
gaussian_250_50;20;25;15.0
gaussian_250_50;20;30;14.9
gaussian_250_50;20;35;14.7
gaussian_250_50;20;40;14.6
gaussian_250_50;20;45;14.5
gaussian_250_50;20;50;14.4
gaussian_250_50;20;55;14.2
gaussian_250_50;20;60;14.1
gaussian_250_50;20;65;14.0
gaussian_250_50;20;70;13.9
gaussian_250_50;20;75;13.7
gaussian_250_50;20;80;13.6
gaussian_250_50;20;85;13.5
gaussian_250_50;20;90;13.4
gaussian_250_50;20;95;13.2
gaussian_250_50;20;100;13.1
gaussian_250_50;20;105;13.0
gaussian_250_50;20;110;12.9
gaussian_250_50;20;115;12.7
gaussian_250_50;20;120;12.6
gaussian_250_50;20;125;12.5
gaussian_250_50;20;130;12.4
gaussian_250_50;20;135;12.2
gaussian_250_50;20;140;12.1
gaussian_250_50;20;145;12.0
gaussian_250_50;20;150;11.9
gaussian_250_50;20;155;11.8
gaussian_250_50;20;160;11.7
gaussian_250_50;20;165;11.6
gaussian_250_50;20;170;11.5
gaussian_250_50;20;175;11.5
gaussian_250_50;20;180;11.7
gaussian_250_50;20;185;11.8
gaussian_250_50;20;190;12.1
gaussian_250_50;20;195;12.6
gaussian_250_50;20;200;13.3
gaussian_250_50;20;205;14.1
gaussian_250_50;20;210;15.2
gaussian_250_50;20;215;16.5
gaussian_250_50;20;220;17.9
gaussian_250_50;20;225;19.5
gaussian_250_50;20;230;20.9
gaussian_250_50;20;235;22.4
gaussian_250_50;20;240;23.9
gaussian_250_50;20;245;25.2
gaussian_250_50;20;250;26.4
gaussian_250_50;20;255;27.4
gaussian_250_50;20;260;28.2
gaussian_250_50;20;265;28.8
gaussian_250_50;20;270;29.3
gaussian_250_50;20;275;29.6
gaussian_250_50;20;280;29.9
gaussian_250_50;20;285;30.0
gaussian_250_50;20;290;30.1
gaussian_250_50;20;295;30.1
gaussian_250_50;20;300;30.2
gaussian_250_50;20;305;30.2
gaussian_250_50;20;310;30.2
gaussian_250_50;20;315;30.2
gaussian_250_50;20;320;30.2
gaussian_250_50;20;325;30.2
gaussian_250_50;20;330;30.2
gaussian_250_50;20;335;30.2
gaussian_250_50;20;340;30.2
gaussian_250_50;20;345;30.2
gaussian_250_50;20;350;30.2
gaussian_250_50;20;355;30.2
gaussian_250_50;20;360;30.2
gaussian_250_50;20;365;30.2
gaussian_250_50;20;370;30.2
gaussian_250_50;20;375;30.2
gaussian_250_50;20;380;30.2
gaussian_250_50;20;385;30.2
gaussian_250_50;20;390;30.2
gaussian_250_50;20;395;30.2
gaussian_250_50;20;400;30.2
gaussian_250_50;25;5;14.5
gaussian_250_50;25;10;14.4
gaussian_250_50;25;15;14.2
gaussian_250_50;25;20;14.1
gaussian_250_50;25;25;14.0
gaussian_250_50;25;30;13.9
gaussian_250_50;25;35;13.7
gaussian_250_50;25;40;13.6
gaussian_250_50;25;45;13.5
gaussian_250_50;25;50;13.4
gaussian_250_50;25;55;13.2
gaussian_250_50;25;60;13.1
gaussian_250_50;25;65;13.0
gaussian_250_50;25;70;12.9
gaussian_250_50;25;75;12.7
gaussian_250_50;25;80;12.6
gaussian_250_50;25;85;12.5
gaussian_250_50;25;90;12.4
gaussian_250_50;25;95;12.2
gaussian_250_50;25;100;12.1
gaussian_250_50;25;105;12.0
gaussian_250_50;25;110;11.9
gaussian_250_50;25;115;11.7
gaussian_250_50;25;120;11.6
gaussian_250_50;25;125;11.5
gaussian_250_50;25;130;11.4
gaussian_250_50;25;135;11.2
gaussian_250_50;25;140;11.1
gaussian_250_50;25;145;11.0
gaussian_250_50;25;150;10.9
gaussian_250_50;25;155;10.8
gaussian_250_50;25;160;10.7
gaussian_250_50;25;165;10.6
gaussian_250_50;25;170;10.7
gaussian_250_50;25;175;10.8
gaussian_250_50;25;180;11.0
gaussian_250_50;25;185;11.3
gaussian_250_50;25;190;11.7
gaussian_250_50;25;195;12.4
gaussian_250_50;25;200;13.2
gaussian_250_50;25;205;14.3
gaussian_250_50;25;210;15.6
gaussian_250_50;25;215;17.0
gaussian_250_50;25;220;18.6
gaussian_250_50;25;225;20.0
gaussian_250_50;25;230;21.5
gaussian_250_50;25;235;23.1
gaussian_250_50;25;240;24.4
gaussian_250_50;25;245;25.5
gaussian_250_50;25;250;26.5
gaussian_250_50;25;255;27.3
gaussian_250_50;25;260;27.9
gaussian_250_50;25;265;28.4
gaussian_250_50;25;270;28.8
gaussian_250_50;25;275;29.0
gaussian_250_50;25;280;29.1
gaussian_250_50;25;285;29.2
gaussian_250_50;25;290;29.2
gaussian_250_50;25;295;29.3
gaussian_250_50;25;300;29.3
gaussian_250_50;25;305;29.3
gaussian_250_50;25;310;29.3
gaussian_250_50;25;315;29.3
gaussian_250_50;25;320;29.3
gaussian_250_50;25;325;29.3
gaussian_250_50;25;330;29.3
gaussian_250_50;25;335;29.3
gaussian_250_50;25;340;29.3
gaussian_250_50;25;345;29.3
gaussian_250_50;25;350;29.3
gaussian_250_50;25;355;29.3
gaussian_250_50;25;360;29.3
gaussian_250_50;25;365;29.3
gaussian_250_50;25;370;29.3
gaussian_250_50;25;375;29.3
gaussian_250_50;25;380;29.3
gaussian_250_50;25;385;29.3
gaussian_250_50;25;390;29.3
gaussian_250_50;25;395;29.3
gaussian_250_50;25;400;29.3
gaussian_250_50;30;5;13.5
gaussian_250_50;30;10;13.4
gaussian_250_50;30;15;13.2
gaussian_250_50;30;20;13.1
gaussian_250_50;30;25;13.0
gaussian_250_50;30;30;12.9
gaussian_250_50;30;35;12.7
gaussian_250_50;30;40;12.6
gaussian_250_50;30;45;12.5
gaussian_250_50;30;50;12.4
gaussian_250_50;30;55;12.2
gaussian_250_50;30;60;12.1
gaussian_250_50;30;65;12.0
gaussian_250_50;30;70;11.9
gaussian_250_50;30;75;11.7
gaussian_250_50;30;80;11.6
gaussian_250_50;30;85;11.5
gaussian_250_50;30;90;11.4
gaussian_250_50;30;95;11.2
gaussian_250_50;30;100;11.1
gaussian_250_50;30;105;11.0
gaussian_250_50;30;110;10.9
gaussian_250_50;30;115;10.7
gaussian_250_50;30;120;10.6
gaussian_250_50;30;125;10.5
gaussian_250_50;30;130;10.4
gaussian_250_50;30;135;10.2
gaussian_250_50;30;140;10.1
gaussian_250_50;30;145;10.0
gaussian_250_50;30;150;9.9
gaussian_250_50;30;155;9.8
gaussian_250_50;30;160;9.8
gaussian_250_50;30;165;9.8
gaussian_250_50;30;170;9.9
gaussian_250_50;30;175;10.1
gaussian_250_50;30;180;10.4
gaussian_250_50;30;185;10.9
gaussian_250_50;30;190;11.5
gaussian_250_50;30;195;12.4
gaussian_250_50;30;200;13.4
gaussian_250_50;30;205;14.8
gaussian_250_50;30;210;16.1
gaussian_250_50;30;215;17.7
gaussian_250_50;30;220;19.1
gaussian_250_50;30;225;20.6
gaussian_250_50;30;230;22.2
gaussian_250_50;30;235;23.5
gaussian_250_50;30;240;24.6
gaussian_250_50;30;245;25.6
gaussian_250_50;30;250;26.5
gaussian_250_50;30;255;27.0
gaussian_250_50;30;260;27.5
gaussian_250_50;30;265;27.9
gaussian_250_50;30;270;28.1
gaussian_250_50;30;275;28.3
gaussian_250_50;30;280;28.3
gaussian_250_50;30;285;28.4
gaussian_250_50;30;290;28.4
gaussian_250_50;30;295;28.4
gaussian_250_50;30;300;28.4
gaussian_250_50;30;305;28.4
gaussian_250_50;30;310;28.4
gaussian_250_50;30;315;28.4
gaussian_250_50;30;320;28.4
gaussian_250_50;30;325;28.4
gaussian_250_50;30;330;28.4
gaussian_250_50;30;335;28.4
gaussian_250_50;30;340;28.4
gaussian_250_50;30;345;28.4
gaussian_250_50;30;350;28.4
gaussian_250_50;30;355;28.4
gaussian_250_50;30;360;28.4
gaussian_250_50;30;365;28.4
gaussian_250_50;30;370;28.4
gaussian_250_50;30;375;28.4
gaussian_250_50;30;380;28.4
gaussian_250_50;30;385;28.4
gaussian_250_50;30;390;28.4
gaussian_250_50;30;395;28.4
gaussian_250_50;30;400;28.4
gaussian_250_50;35;5;12.5
gaussian_250_50;35;10;12.4
gaussian_250_50;35;15;12.2
gaussian_250_50;35;20;12.1
gaussian_250_50;35;25;12.0
gaussian_250_50;35;30;11.9
gaussian_250_50;35;35;11.7
gaussian_250_50;35;40;11.6
gaussian_250_50;35;45;11.5
gaussian_250_50;35;50;11.4
gaussian_250_50;35;55;11.2
gaussian_250_50;35;60;11.1
gaussian_250_50;35;65;11.0
gaussian_250_50;35;70;10.9
gaussian_250_50;35;75;10.7
gaussian_250_50;35;80;10.6
gaussian_250_50;35;85;10.5
gaussian_250_50;35;90;10.4
gaussian_250_50;35;95;10.2
gaussian_250_50;35;100;10.1
gaussian_250_50;35;105;10.0
gaussian_250_50;35;110;9.8
gaussian_250_50;35;115;9.7
gaussian_250_50;35;120;9.6
gaussian_250_50;35;125;9.5
gaussian_250_50;35;130;9.3
gaussian_250_50;35;135;9.2
gaussian_250_50;35;140;9.1
gaussian_250_50;35;145;9.0
gaussian_250_50;35;150;8.9
gaussian_250_50;35;155;8.9
gaussian_250_50;35;160;8.9
gaussian_250_50;35;165;9.0
gaussian_250_50;35;170;9.2
gaussian_250_50;35;175;9.5
gaussian_250_50;35;180;10.0
gaussian_250_50;35;185;10.6
gaussian_250_50;35;190;11.5
gaussian_250_50;35;195;12.5
gaussian_250_50;35;200;13.9
gaussian_250_50;35;205;15.2
gaussian_250_50;35;210;16.8
gaussian_250_50;35;215;18.3
gaussian_250_50;35;220;19.8
gaussian_250_50;35;225;21.3
gaussian_250_50;35;230;22.6
gaussian_250_50;35;235;23.7
gaussian_250_50;35;240;24.7
gaussian_250_50;35;245;25.6
gaussian_250_50;35;250;26.1
gaussian_250_50;35;255;26.6
gaussian_250_50;35;260;27.0
gaussian_250_50;35;265;27.2
gaussian_250_50;35;270;27.4
gaussian_250_50;35;275;27.5
gaussian_250_50;35;280;27.5
gaussian_250_50;35;285;27.5
gaussian_250_50;35;290;27.5
gaussian_250_50;35;295;27.5
gaussian_250_50;35;300;27.5
gaussian_250_50;35;305;27.6
gaussian_250_50;35;310;27.6
gaussian_250_50;35;315;27.6
gaussian_250_50;35;320;27.6
gaussian_250_50;35;325;27.6
gaussian_250_50;35;330;27.6
gaussian_250_50;35;335;27.6
gaussian_250_50;35;340;27.6
gaussian_250_50;35;345;27.6
gaussian_250_50;35;350;27.6
gaussian_250_50;35;355;27.6
gaussian_250_50;35;360;27.6
gaussian_250_50;35;365;27.6
gaussian_250_50;35;370;27.6
gaussian_250_50;35;375;27.6
gaussian_250_50;35;380;27.6
gaussian_250_50;35;385;27.6
gaussian_250_50;35;390;27.6
gaussian_250_50;35;395;27.6
gaussian_250_50;35;400;27.6
gaussian_250_50;40;5;11.5
gaussian_250_50;40;10;11.4
gaussian_250_50;40;15;11.2
gaussian_250_50;40;20;11.1
gaussian_250_50;40;25;11.0
gaussian_250_50;40;30;10.9
gaussian_250_50;40;35;10.7
gaussian_250_50;40;40;10.6
gaussian_250_50;40;45;10.5
gaussian_250_50;40;50;10.3
gaussian_250_50;40;55;10.2
gaussian_250_50;40;60;10.1
gaussian_250_50;40;65;10.0
gaussian_250_50;40;70;9.8
gaussian_250_50;40;75;9.7
gaussian_250_50;40;80;9.6
gaussian_250_50;40;85;9.5
gaussian_250_50;40;90;9.3
gaussian_250_50;40;95;9.2
gaussian_250_50;40;100;9.1
gaussian_250_50;40;105;9.0
gaussian_250_50;40;110;8.8
gaussian_250_50;40;115;8.7
gaussian_250_50;40;120;8.6
gaussian_250_50;40;125;8.5
gaussian_250_50;40;130;8.3
gaussian_250_50;40;135;8.2
gaussian_250_50;40;140;8.1
gaussian_250_50;40;145;8.1
gaussian_250_50;40;150;8.0
gaussian_250_50;40;155;8.0
gaussian_250_50;40;160;8.1
gaussian_250_50;40;165;8.3
gaussian_250_50;40;170;8.6
gaussian_250_50;40;175;9.1
gaussian_250_50;40;180;9.7
gaussian_250_50;40;185;10.6
gaussian_250_50;40;190;11.6
gaussian_250_50;40;195;13.0
gaussian_250_50;40;200;14.4
gaussian_250_50;40;205;16.0
gaussian_250_50;40;210;17.4
gaussian_250_50;40;215;18.9
gaussian_250_50;40;220;20.4
gaussian_250_50;40;225;21.7
gaussian_250_50;40;230;22.9
gaussian_250_50;40;235;23.9
gaussian_250_50;40;240;24.7
gaussian_250_50;40;245;25.3
gaussian_250_50;40;250;25.7
gaussian_250_50;40;255;26.1
gaussian_250_50;40;260;26.4
gaussian_250_50;40;265;26.5
gaussian_250_50;40;270;26.6
gaussian_250_50;40;275;26.6
gaussian_250_50;40;280;26.6
gaussian_250_50;40;285;26.6
gaussian_250_50;40;290;26.7
gaussian_250_50;40;295;26.7
gaussian_250_50;40;300;26.7
gaussian_250_50;40;305;26.7
gaussian_250_50;40;310;26.7
gaussian_250_50;40;315;26.7
gaussian_250_50;40;320;26.7
gaussian_250_50;40;325;26.7
gaussian_250_50;40;330;26.7
gaussian_250_50;40;335;26.7
gaussian_250_50;40;340;26.7
gaussian_250_50;40;345;26.7
gaussian_250_50;40;350;26.7
gaussian_250_50;40;355;26.7
gaussian_250_50;40;360;26.7
gaussian_250_50;40;365;26.7
gaussian_250_50;40;370;26.7
gaussian_250_50;40;375;26.7
gaussian_250_50;40;380;26.7
gaussian_250_50;40;385;26.7
gaussian_250_50;40;390;26.7
gaussian_250_50;40;395;26.7
gaussian_250_50;40;400;26.7
gaussian_250_50;45;5;10.5
gaussian_250_50;45;10;10.3
gaussian_250_50;45;15;10.2
gaussian_250_50;45;20;10.1
gaussian_250_50;45;25;10.0
gaussian_250_50;45;30;9.8
gaussian_250_50;45;35;9.7
gaussian_250_50;45;40;9.6
gaussian_250_50;45;45;9.5
gaussian_250_50;45;50;9.3
gaussian_250_50;45;55;9.2
gaussian_250_50;45;60;9.1
gaussian_250_50;45;65;9.0
gaussian_250_50;45;70;8.8
gaussian_250_50;45;75;8.7
gaussian_250_50;45;80;8.6
gaussian_250_50;45;85;8.5
gaussian_250_50;45;90;8.3
gaussian_250_50;45;95;8.2
gaussian_250_50;45;100;8.1
gaussian_250_50;45;105;8.0
gaussian_250_50;45;110;7.8
gaussian_250_50;45;115;7.7
gaussian_250_50;45;120;7.6
gaussian_250_50;45;125;7.5
gaussian_250_50;45;130;7.4
gaussian_250_50;45;135;7.3
gaussian_250_50;45;140;7.2
gaussian_250_50;45;145;7.1
gaussian_250_50;45;150;7.1
gaussian_250_50;45;155;7.3
gaussian_250_50;45;160;7.4
gaussian_250_50;45;165;7.7
gaussian_250_50;45;170;8.2
gaussian_250_50;45;175;8.9
gaussian_250_50;45;180;9.7
gaussian_250_50;45;185;10.7
gaussian_250_50;45;190;12.1
gaussian_250_50;45;195;13.5
gaussian_250_50;45;200;15.1
gaussian_250_50;45;205;16.5
gaussian_250_50;45;210;18.0
gaussian_250_50;45;215;19.5
gaussian_250_50;45;220;20.8
gaussian_250_50;45;225;22.0
gaussian_250_50;45;230;23.0
gaussian_250_50;45;235;23.8
gaussian_250_50;45;240;24.4
gaussian_250_50;45;245;24.9
gaussian_250_50;45;250;25.2
gaussian_250_50;45;255;25.5
gaussian_250_50;45;260;25.6
gaussian_250_50;45;265;25.7
gaussian_250_50;45;270;25.7
gaussian_250_50;45;275;25.8
gaussian_250_50;45;280;25.8
gaussian_250_50;45;285;25.8
gaussian_250_50;45;290;25.8
gaussian_250_50;45;295;25.8
gaussian_250_50;45;300;25.8
gaussian_250_50;45;305;25.8
gaussian_250_50;45;310;25.8
gaussian_250_50;45;315;25.8
gaussian_250_50;45;320;25.8
gaussian_250_50;45;325;25.8
gaussian_250_50;45;330;25.8
gaussian_250_50;45;335;25.8
gaussian_250_50;45;340;25.8
gaussian_250_50;45;345;25.8
gaussian_250_50;45;350;25.8
gaussian_250_50;45;355;25.8
gaussian_250_50;45;360;25.8
gaussian_250_50;45;365;25.8
gaussian_250_50;45;370;25.8
gaussian_250_50;45;375;25.8
gaussian_250_50;45;380;25.8
gaussian_250_50;45;385;25.8
gaussian_250_50;45;390;25.8
gaussian_250_50;45;395;25.8
gaussian_250_50;45;400;25.8
gaussian_250_50;50;5;9.5
gaussian_250_50;50;10;9.3
gaussian_250_50;50;15;9.2
gaussian_250_50;50;20;9.1
gaussian_250_50;50;25;9.0
gaussian_250_50;50;30;8.8
gaussian_250_50;50;35;8.7
gaussian_250_50;50;40;8.6
gaussian_250_50;50;45;8.5
gaussian_250_50;50;50;8.3
gaussian_250_50;50;55;8.2
gaussian_250_50;50;60;8.1
gaussian_250_50;50;65;8.0
gaussian_250_50;50;70;7.8
gaussian_250_50;50;75;7.7
gaussian_250_50;50;80;7.6
gaussian_250_50;50;85;7.5
gaussian_250_50;50;90;7.3
gaussian_250_50;50;95;7.2
gaussian_250_50;50;100;7.1
gaussian_250_50;50;105;7.0
gaussian_250_50;50;110;6.8
gaussian_250_50;50;115;6.7
gaussian_250_50;50;120;6.6
gaussian_250_50;50;125;6.5
gaussian_250_50;50;130;6.4
gaussian_250_50;50;135;6.3
gaussian_250_50;50;140;6.2
gaussian_250_50;50;145;6.3
gaussian_250_50;50;150;6.4
gaussian_250_50;50;155;6.6
gaussian_250_50;50;160;6.9
gaussian_250_50;50;165;7.3
gaussian_250_50;50;170;8.0
gaussian_250_50;50;175;8.8
gaussian_250_50;50;180;9.9
gaussian_250_50;50;185;11.2
gaussian_250_50;50;190;12.6
gaussian_250_50;50;195;14.2
gaussian_250_50;50;200;15.6
gaussian_250_50;50;205;17.1
gaussian_250_50;50;210;18.6
gaussian_250_50;50;215;20.0
gaussian_250_50;50;220;21.1
gaussian_250_50;50;225;22.1
gaussian_250_50;50;230;22.9
gaussian_250_50;50;235;23.5
gaussian_250_50;50;240;24.0
gaussian_250_50;50;245;24.4
gaussian_250_50;50;250;24.6
gaussian_250_50;50;255;24.7
gaussian_250_50;50;260;24.8
gaussian_250_50;50;265;24.8
gaussian_250_50;50;270;24.9
gaussian_250_50;50;275;24.9
gaussian_250_50;50;280;24.9
gaussian_250_50;50;285;24.9
gaussian_250_50;50;290;24.9
gaussian_250_50;50;295;24.9
gaussian_250_50;50;300;24.9
gaussian_250_50;50;305;24.9
gaussian_250_50;50;310;24.9
gaussian_250_50;50;315;24.9
gaussian_250_50;50;320;24.9
gaussian_250_50;50;325;24.9
gaussian_250_50;50;330;24.9
gaussian_250_50;50;335;24.9
gaussian_250_50;50;340;24.9
gaussian_250_50;50;345;24.9
gaussian_250_50;50;350;24.9
gaussian_250_50;50;355;24.9
gaussian_250_50;50;360;24.9
gaussian_250_50;50;365;24.9
gaussian_250_50;50;370;24.9
gaussian_250_50;50;375;24.9
gaussian_250_50;50;380;24.9
gaussian_250_50;50;385;24.9
gaussian_250_50;50;390;24.9
gaussian_250_50;50;395;24.9
gaussian_250_50;50;400;24.9
gaussian_250_50;55;5;8.5
gaussian_250_50;55;10;8.3
gaussian_250_50;55;15;8.2
gaussian_250_50;55;20;8.1
gaussian_250_50;55;25;8.0
gaussian_250_50;55;30;7.8
gaussian_250_50;55;35;7.7
gaussian_250_50;55;40;7.6
gaussian_250_50;55;45;7.5
gaussian_250_50;55;50;7.3
gaussian_250_50;55;55;7.2
gaussian_250_50;55;60;7.1
gaussian_250_50;55;65;7.0
gaussian_250_50;55;70;6.8
gaussian_250_50;55;75;6.7
gaussian_250_50;55;80;6.6
gaussian_250_50;55;85;6.5
