Parameters => idle_timeout: [5, 400]; sleep_timeout: [5; 400]; step: 5
distribution;timeoutIdle;timeoutSleep;energySaved
trimodal;65;325;0.0
trimodal;65;330;0.0
trimodal;65;335;0.0
trimodal;65;340;0.0
trimodal;65;345;0.0
trimodal;65;350;0.0
trimodal;65;355;0.0
trimodal;65;360;0.0
trimodal;65;365;0.0
trimodal;65;370;0.0
trimodal;65;375;0.0
trimodal;65;380;0.0
trimodal;65;385;0.0
trimodal;65;390;0.0
trimodal;65;395;0.0
trimodal;65;400;0.0
trimodal;70;5;-18.4
trimodal;70;10;-18.3
trimodal;70;15;-17.7
trimodal;70;20;-16.7
trimodal;70;25;-15.3
trimodal;70;30;-13.4
trimodal;70;35;-11.8
trimodal;70;40;-10.7
trimodal;70;45;-10.1
trimodal;70;50;-9.9
trimodal;70;55;-9.8
trimodal;70;60;-9.5
trimodal;70;65;-9.0
trimodal;70;70;-8.1
trimodal;70;75;-6.6
trimodal;70;80;-4.6
trimodal;70;85;-3.0
trimodal;70;90;-1.8
trimodal;70;95;-1.1
trimodal;70;100;-0.8
trimodal;70;105;-0.7
trimodal;70;110;-0.7
trimodal;70;115;-0.7
trimodal;70;120;-0.7
trimodal;70;125;-0.7
trimodal;70;130;-0.7
trimodal;70;135;-0.7
trimodal;70;140;-0.7
trimodal;70;145;-0.7
trimodal;70;150;-0.7
trimodal;70;155;-0.7
trimodal;70;160;-0.7
trimodal;70;165;-0.7
trimodal;70;170;-0.7
trimodal;70;175;-0.7
trimodal;70;180;-0.7
trimodal;70;185;-0.7
trimodal;70;190;-0.7
trimodal;70;195;-0.7
trimodal;70;200;-0.7
trimodal;70;205;-0.7
trimodal;70;210;-0.7
trimodal;70;215;-0.7
trimodal;70;220;-0.7
trimodal;70;225;-0.7
trimodal;70;230;-0.7
trimodal;70;235;-0.7
trimodal;70;240;-0.7
trimodal;70;245;-0.7
trimodal;70;250;-0.7
trimodal;70;255;-0.7
trimodal;70;260;-0.7
trimodal;70;265;-0.7
trimodal;70;270;-0.7
trimodal;70;275;-0.7
trimodal;70;280;-0.7
trimodal;70;285;-0.7
trimodal;70;290;-0.7
trimodal;70;295;-0.7
trimodal;70;300;-0.7
trimodal;70;305;-0.7
trimodal;70;310;-0.7
trimodal;70;315;-0.7
trimodal;70;320;-0.7
trimodal;70;325;-0.7
trimodal;70;330;-0.7
trimodal;70;335;-0.7
trimodal;70;340;-0.7
trimodal;70;345;-0.7
trimodal;70;350;-0.7
trimodal;70;355;-0.7
trimodal;70;360;-0.7
trimodal;70;365;-0.7
trimodal;70;370;-0.7
trimodal;70;375;-0.7
trimodal;70;380;-0.7
trimodal;70;385;-0.7
trimodal;70;390;-0.7
trimodal;70;395;-0.7
trimodal;70;400;-0.7
trimodal;75;5;-19.0
trimodal;75;10;-18.5
trimodal;75;15;-17.4
trimodal;75;20;-16.1
trimodal;75;25;-14.1
trimodal;75;30;-12.5
trimodal;75;35;-11.5
trimodal;75;40;-10.9
trimodal;75;45;-10.7
trimodal;75;50;-10.5
trimodal;75;55;-10.2
trimodal;75;60;-9.7
trimodal;75;65;-8.8
trimodal;75;70;-7.3
trimodal;75;75;-5.3
trimodal;75;80;-3.8
trimodal;75;85;-2.5
trimodal;75;90;-1.9
trimodal;75;95;-1.6
trimodal;75;100;-1.4
trimodal;75;105;-1.4
trimodal;75;110;-1.4
trimodal;75;115;-1.4
trimodal;75;120;-1.4
trimodal;75;125;-1.4
trimodal;75;130;-1.4
trimodal;75;135;-1.4
trimodal;75;140;-1.4
trimodal;75;145;-1.4
trimodal;75;150;-1.4
trimodal;75;155;-1.4
trimodal;75;160;-1.4
trimodal;75;165;-1.4
trimodal;75;170;-1.4
trimodal;75;175;-1.4
trimodal;75;180;-1.4
trimodal;75;185;-1.4
trimodal;75;190;-1.4
trimodal;75;195;-1.4
trimodal;75;200;-1.4
trimodal;75;205;-1.4
trimodal;75;210;-1.4
trimodal;75;215;-1.4
trimodal;75;220;-1.4
trimodal;75;225;-1.4
trimodal;75;230;-1.4
trimodal;75;235;-1.4
trimodal;75;240;-1.4
trimodal;75;245;-1.4
trimodal;75;250;-1.4
trimodal;75;255;-1.4
trimodal;75;260;-1.4
trimodal;75;265;-1.4
trimodal;75;270;-1.4
trimodal;75;275;-1.4
trimodal;75;280;-1.4
trimodal;75;285;-1.4
trimodal;75;290;-1.4
trimodal;75;295;-1.4
trimodal;75;300;-1.4
trimodal;75;305;-1.4
trimodal;75;310;-1.4
trimodal;75;315;-1.4
trimodal;75;320;-1.4
trimodal;75;325;-1.4
trimodal;75;330;-1.4
trimodal;75;335;-1.4
trimodal;75;340;-1.4
trimodal;75;345;-1.4
trimodal;75;350;-1.4
trimodal;75;355;-1.4
trimodal;75;360;-1.4
trimodal;75;365;-1.4
trimodal;75;370;-1.4
trimodal;75;375;-1.4
trimodal;75;380;-1.4
trimodal;75;385;-1.4
trimodal;75;390;-1.4
trimodal;75;395;-1.4
trimodal;75;400;-1.4
trimodal;80;5;-19.2
trimodal;80;10;-18.1
trimodal;80;15;-16.7
trimodal;80;20;-14.8
trimodal;80;25;-13.2
trimodal;80;30;-12.2
trimodal;80;35;-11.6
trimodal;80;40;-11.4
trimodal;80;45;-11.2
trimodal;80;50;-10.9
trimodal;80;55;-10.4
trimodal;80;60;-9.5
trimodal;80;65;-8.0
trimodal;80;70;-6.0
trimodal;80;75;-4.4
trimodal;80;80;-3.2
trimodal;80;85;-2.5
trimodal;80;90;-2.3
trimodal;80;95;-2.1
trimodal;80;100;-2.1
trimodal;80;105;-2.1
trimodal;80;110;-2.1
trimodal;80;115;-2.1
trimodal;80;120;-2.1
trimodal;80;125;-2.1
trimodal;80;130;-2.1
trimodal;80;135;-2.1
trimodal;80;140;-2.1
trimodal;80;145;-2.1
trimodal;80;150;-2.1
trimodal;80;155;-2.1
trimodal;80;160;-2.1
trimodal;80;165;-2.1
trimodal;80;170;-2.1
trimodal;80;175;-2.1
trimodal;80;180;-2.1
trimodal;80;185;-2.1
trimodal;80;190;-2.1
trimodal;80;195;-2.1
trimodal;80;200;-2.1
trimodal;80;205;-2.1
trimodal;80;210;-2.1
trimodal;80;215;-2.1
trimodal;80;220;-2.1
trimodal;80;225;-2.1
trimodal;80;230;-2.1
trimodal;80;235;-2.1
trimodal;80;240;-2.1
trimodal;80;245;-2.1
trimodal;80;250;-2.1
trimodal;80;255;-2.1
trimodal;80;260;-2.1
trimodal;80;265;-2.1
trimodal;80;270;-2.1
trimodal;80;275;-2.1
trimodal;80;280;-2.1
trimodal;80;285;-2.1
trimodal;80;290;-2.1
trimodal;80;295;-2.1
trimodal;80;300;-2.1
trimodal;80;305;-2.1
trimodal;80;310;-2.1
trimodal;80;315;-2.1
trimodal;80;320;-2.1
trimodal;80;325;-2.1
trimodal;80;330;-2.1
trimodal;80;335;-2.1
trimodal;80;340;-2.1
trimodal;80;345;-2.1
trimodal;80;350;-2.1
trimodal;80;355;-2.1
trimodal;80;360;-2.1
trimodal;80;365;-2.1
trimodal;80;370;-2.1
trimodal;80;375;-2.1
trimodal;80;380;-2.1
trimodal;80;385;-2.1
trimodal;80;390;-2.1
trimodal;80;395;-2.1
trimodal;80;400;-2.1
trimodal;85;5;-18.6
trimodal;85;10;-17.2
trimodal;85;15;-15.2
trimodal;85;20;-13.7
trimodal;85;25;-12.6
trimodal;85;30;-12.0
trimodal;85;35;-11.8
trimodal;85;40;-11.7
trimodal;85;45;-11.4
trimodal;85;50;-10.9
trimodal;85;55;-10.0
trimodal;85;60;-8.5
trimodal;85;65;-6.5
trimodal;85;70;-4.9
trimodal;85;75;-3.7
trimodal;85;80;-3.0
trimodal;85;85;-2.7
trimodal;85;90;-2.6
trimodal;85;95;-2.6
trimodal;85;100;-2.6
trimodal;85;105;-2.6
trimodal;85;110;-2.6
trimodal;85;115;-2.6
trimodal;85;120;-2.6
trimodal;85;125;-2.6
trimodal;85;130;-2.6
trimodal;85;135;-2.6
trimodal;85;140;-2.6
trimodal;85;145;-2.6
trimodal;85;150;-2.6
trimodal;85;155;-2.6
trimodal;85;160;-2.6
trimodal;85;165;-2.6
trimodal;85;170;-2.6
trimodal;85;175;-2.6
trimodal;85;180;-2.6
trimodal;85;185;-2.6
trimodal;85;190;-2.6
trimodal;85;195;-2.6
trimodal;85;200;-2.6
trimodal;85;205;-2.6
trimodal;85;210;-2.6
trimodal;85;215;-2.6
trimodal;85;220;-2.6
trimodal;85;225;-2.6
trimodal;85;230;-2.6
trimodal;85;235;-2.6
trimodal;85;240;-2.6
trimodal;85;245;-2.6
trimodal;85;250;-2.6
trimodal;85;255;-2.6
trimodal;85;260;-2.6
trimodal;85;265;-2.6
trimodal;85;270;-2.6
trimodal;85;275;-2.6
trimodal;85;280;-2.6
trimodal;85;285;-2.6
trimodal;85;290;-2.6
trimodal;85;295;-2.6
trimodal;85;300;-2.6
trimodal;85;305;-2.6
trimodal;85;310;-2.6
trimodal;85;315;-2.6
trimodal;85;320;-2.6
trimodal;85;325;-2.6
trimodal;85;330;-2.6
trimodal;85;335;-2.6
trimodal;85;340;-2.6
trimodal;85;345;-2.6
trimodal;85;350;-2.6
trimodal;85;355;-2.6
trimodal;85;360;-2.6
trimodal;85;365;-2.6
trimodal;85;370;-2.6
trimodal;85;375;-2.6
trimodal;85;380;-2.6
trimodal;85;385;-2.6
trimodal;85;390;-2.6
trimodal;85;395;-2.6
trimodal;85;400;-2.6
trimodal;90;5;-17.4
trimodal;90;10;-15.5
trimodal;90;15;-13.9
trimodal;90;20;-12.8
trimodal;90;25;-12.2
trimodal;90;30;-12.0
trimodal;90;35;-11.9
trimodal;90;40;-11.6
trimodal;90;45;-11.1
trimodal;90;50;-10.2
trimodal;90;55;-8.7
trimodal;90;60;-6.7
trimodal;90;65;-5.1
trimodal;90;70;-3.9
trimodal;90;75;-3.2
trimodal;90;80;-2.9
trimodal;90;85;-2.8
trimodal;90;90;-2.8
trimodal;90;95;-2.8
trimodal;90;100;-2.8
trimodal;90;105;-2.8
trimodal;90;110;-2.8
trimodal;90;115;-2.8
trimodal;90;120;-2.8
trimodal;90;125;-2.8
trimodal;90;130;-2.8
trimodal;90;135;-2.8
trimodal;90;140;-2.8
trimodal;90;145;-2.8
trimodal;90;150;-2.8
trimodal;90;155;-2.8
trimodal;90;160;-2.8
trimodal;90;165;-2.8
trimodal;90;170;-2.8
trimodal;90;175;-2.8
trimodal;90;180;-2.8
trimodal;90;185;-2.8
trimodal;90;190;-2.8
trimodal;90;195;-2.8
trimodal;90;200;-2.8
trimodal;90;205;-2.8
trimodal;90;210;-2.8
trimodal;90;215;-2.8
trimodal;90;220;-2.8
trimodal;90;225;-2.8
trimodal;90;230;-2.8
trimodal;90;235;-2.8
trimodal;90;240;-2.8
trimodal;90;245;-2.8
trimodal;90;250;-2.8
trimodal;90;255;-2.8
trimodal;90;260;-2.8
trimodal;90;265;-2.8
trimodal;90;270;-2.8
trimodal;90;275;-2.8
trimodal;90;280;-2.8
trimodal;90;285;-2.8
trimodal;90;290;-2.8
trimodal;90;295;-2.8
trimodal;90;300;-2.8
trimodal;90;305;-2.8
trimodal;90;310;-2.8
trimodal;90;315;-2.8
trimodal;90;320;-2.8
trimodal;90;325;-2.8
trimodal;90;330;-2.8
trimodal;90;335;-2.8
trimodal;90;340;-2.8
trimodal;90;345;-2.8
trimodal;90;350;-2.8
trimodal;90;355;-2.8
trimodal;90;360;-2.8
trimodal;90;365;-2.8
trimodal;90;370;-2.8
trimodal;90;375;-2.8
trimodal;90;380;-2.8
trimodal;90;385;-2.8
trimodal;90;390;-2.8
trimodal;90;395;-2.8
trimodal;90;400;-2.8
trimodal;95;5;-15.4
trimodal;95;10;-13.8
trimodal;95;15;-12.8
trimodal;95;20;-12.2
trimodal;95;25;-12.0
trimodal;95;30;-11.8
trimodal;95;35;-11.5
trimodal;95;40;-11.0
trimodal;95;45;-10.1
trimodal;95;50;-8.6
trimodal;95;55;-6.7
trimodal;95;60;-5.1
trimodal;95;65;-3.8
trimodal;95;70;-3.2
trimodal;95;75;-2.9
trimodal;95;80;-2.8
trimodal;95;85;-2.7
trimodal;95;90;-2.7
trimodal;95;95;-2.7
trimodal;95;100;-2.7
trimodal;95;105;-2.7
trimodal;95;110;-2.7
trimodal;95;115;-2.7
trimodal;95;120;-2.7
trimodal;95;125;-2.7
trimodal;95;130;-2.7
trimodal;95;135;-2.7
trimodal;95;140;-2.7
trimodal;95;145;-2.7
trimodal;95;150;-2.7
trimodal;95;155;-2.7
trimodal;95;160;-2.7
trimodal;95;165;-2.7
trimodal;95;170;-2.7
trimodal;95;175;-2.7
trimodal;95;180;-2.7
trimodal;95;185;-2.7
trimodal;95;190;-2.7
trimodal;95;195;-2.7
trimodal;95;200;-2.7
trimodal;95;205;-2.7
trimodal;95;210;-2.7
trimodal;95;215;-2.7
trimodal;95;220;-2.7
trimodal;95;225;-2.7
trimodal;95;230;-2.7
trimodal;95;235;-2.7
trimodal;95;240;-2.7
trimodal;95;245;-2.7
trimodal;95;250;-2.7
trimodal;95;255;-2.7
trimodal;95;260;-2.7
trimodal;95;265;-2.7
trimodal;95;270;-2.7
trimodal;95;275;-2.7
trimodal;95;280;-2.7
trimodal;95;285;-2.7
trimodal;95;290;-2.7
trimodal;95;295;-2.7
trimodal;95;300;-2.7
trimodal;95;305;-2.7
trimodal;95;310;-2.7
trimodal;95;315;-2.7
trimodal;95;320;-2.7
trimodal;95;325;-2.7
trimodal;95;330;-2.7
trimodal;95;335;-2.7
trimodal;95;340;-2.7
trimodal;95;345;-2.7
trimodal;95;350;-2.7
trimodal;95;355;-2.7
trimodal;95;360;-2.7
trimodal;95;365;-2.7
trimodal;95;370;-2.7
trimodal;95;375;-2.7
trimodal;95;380;-2.7
trimodal;95;385;-2.7
trimodal;95;390;-2.7
trimodal;95;395;-2.7
trimodal;95;400;-2.7
trimodal;100;5;-13.4
trimodal;100;10;-12.4
trimodal;100;15;-11.8
trimodal;100;20;-11.6
trimodal;100;25;-11.4
trimodal;100;30;-11.1
trimodal;100;35;-10.7
trimodal;100;40;-9.7
trimodal;100;45;-8.2
trimodal;100;50;-6.3
trimodal;100;55;-4.7
trimodal;100;60;-3.5
trimodal;100;65;-2.8
trimodal;100;70;-2.5
trimodal;100;75;-2.4
trimodal;100;80;-2.3
trimodal;100;85;-2.3
trimodal;100;90;-2.3
trimodal;100;95;-2.3
trimodal;100;100;-2.3
trimodal;100;105;-2.3
trimodal;100;110;-2.3
trimodal;100;115;-2.3
trimodal;100;120;-2.3
trimodal;100;125;-2.3
trimodal;100;130;-2.3
trimodal;100;135;-2.3
trimodal;100;140;-2.3
trimodal;100;145;-2.3
trimodal;100;150;-2.3
trimodal;100;155;-2.3
trimodal;100;160;-2.3
trimodal;100;165;-2.3
trimodal;100;170;-2.3
trimodal;100;175;-2.3
trimodal;100;180;-2.3
trimodal;100;185;-2.3
trimodal;100;190;-2.3
trimodal;100;195;-2.3
trimodal;100;200;-2.3
trimodal;100;205;-2.3
trimodal;100;210;-2.3
trimodal;100;215;-2.3
trimodal;100;220;-2.3
trimodal;100;225;-2.3
trimodal;100;230;-2.3
trimodal;100;235;-2.3
trimodal;100;240;-2.3
trimodal;100;245;-2.3
trimodal;100;250;-2.3
trimodal;100;255;-2.3
trimodal;100;260;-2.3
trimodal;100;265;-2.3
trimodal;100;270;-2.3
trimodal;100;275;-2.3
trimodal;100;280;-2.3
trimodal;100;285;-2.3
trimodal;100;290;-2.3
trimodal;100;295;-2.3
trimodal;100;300;-2.3
trimodal;100;305;-2.3
trimodal;100;310;-2.3
trimodal;100;315;-2.3
trimodal;100;320;-2.3
trimodal;100;325;-2.3
trimodal;100;330;-2.3
trimodal;100;335;-2.3
trimodal;100;340;-2.3
trimodal;100;345;-2.3
trimodal;100;350;-2.3
trimodal;100;355;-2.3
trimodal;100;360;-2.3
trimodal;100;365;-2.3
trimodal;100;370;-2.3
trimodal;100;375;-2.3
trimodal;100;380;-2.3
trimodal;100;385;-2.3
trimodal;100;390;-2.3
trimodal;100;395;-2.3
trimodal;100;400;-2.3
trimodal;105;5;-12.1
trimodal;105;10;-11.5
trimodal;105;15;-11.3
trimodal;105;20;-11.2
trimodal;105;25;-10.9
trimodal;105;30;-10.4
trimodal;105;35;-9.5
trimodal;105;40;-8.0
trimodal;105;45;-6.0
trimodal;105;50;-4.4
trimodal;105;55;-3.2
trimodal;105;60;-2.5
trimodal;105;65;-2.2
trimodal;105;70;-2.1
trimodal;105;75;-2.1
trimodal;105;80;-2.1
trimodal;105;85;-2.1
trimodal;105;90;-2.1
trimodal;105;95;-2.1
trimodal;105;100;-2.1
trimodal;105;105;-2.1
trimodal;105;110;-2.1
trimodal;105;115;-2.1
trimodal;105;120;-2.1
trimodal;105;125;-2.1
trimodal;105;130;-2.1
trimodal;105;135;-2.1
trimodal;105;140;-2.1
trimodal;105;145;-2.1
trimodal;105;150;-2.1
trimodal;105;155;-2.1
trimodal;105;160;-2.1
trimodal;105;165;-2.1
trimodal;105;170;-2.1
trimodal;105;175;-2.1
trimodal;105;180;-2.1
trimodal;105;185;-2.1
trimodal;105;190;-2.1
trimodal;105;195;-2.1
trimodal;105;200;-2.1
trimodal;105;205;-2.1
trimodal;105;210;-2.1
trimodal;105;215;-2.1
trimodal;105;220;-2.1
trimodal;105;225;-2.1
trimodal;105;230;-2.1
trimodal;105;235;-2.1
trimodal;105;240;-2.1
trimodal;105;245;-2.1
trimodal;105;250;-2.1
trimodal;105;255;-2.1
trimodal;105;260;-2.1
trimodal;105;265;-2.1
trimodal;105;270;-2.1
trimodal;105;275;-2.1
trimodal;105;280;-2.1
trimodal;105;285;-2.1
trimodal;105;290;-2.1
trimodal;105;295;-2.1
trimodal;105;300;-2.1
trimodal;105;305;-2.1
trimodal;105;310;-2.1
trimodal;105;315;-2.1
trimodal;105;320;-2.1
trimodal;105;325;-2.1
trimodal;105;330;-2.1
trimodal;105;335;-2.1
trimodal;105;340;-2.1
trimodal;105;345;-2.1
trimodal;105;350;-2.1
trimodal;105;355;-2.1
trimodal;105;360;-2.1
trimodal;105;365;-2.1
trimodal;105;370;-2.1
trimodal;105;375;-2.1
trimodal;105;380;-2.1
trimodal;105;385;-2.1
trimodal;105;390;-2.1
trimodal;105;395;-2.1
trimodal;105;400;-2.1
trimodal;110;5;-11.5
trimodal;110;10;-11.3
trimodal;110;15;-11.1
trimodal;110;20;-10.8
trimodal;110;25;-10.3
trimodal;110;30;-9.4
trimodal;110;35;-7.9
trimodal;110;40;-5.9
trimodal;110;45;-4.4
trimodal;110;50;-3.1
trimodal;110;55;-2.5
trimodal;110;60;-2.2
trimodal;110;65;-2.1
trimodal;110;70;-2.0
trimodal;110;75;-2.0
trimodal;110;80;-2.0
trimodal;110;85;-2.0
trimodal;110;90;-2.0
trimodal;110;95;-2.0
trimodal;110;100;-2.0
trimodal;110;105;-2.0
trimodal;110;110;-2.0
trimodal;110;115;-2.0
trimodal;110;120;-2.0
trimodal;110;125;-2.0
trimodal;110;130;-2.0
trimodal;110;135;-2.0
trimodal;110;140;-2.0
trimodal;110;145;-2.0
trimodal;110;150;-2.0
trimodal;110;155;-2.0
trimodal;110;160;-2.0
trimodal;110;165;-2.0
trimodal;110;170;-2.0
trimodal;110;175;-2.0
trimodal;110;180;-2.0
trimodal;110;185;-2.0
trimodal;110;190;-2.0
trimodal;110;195;-2.0
trimodal;110;200;-2.0
trimodal;110;205;-2.0
trimodal;110;210;-2.0
trimodal;110;215;-2.0
trimodal;110;220;-2.0
trimodal;110;225;-2.0
trimodal;110;230;-2.0
trimodal;110;235;-2.0
trimodal;110;240;-2.0
trimodal;110;245;-2.0
trimodal;110;250;-2.0
trimodal;110;255;-2.0
trimodal;110;260;-2.0
trimodal;110;265;-2.0
trimodal;110;270;-2.0
trimodal;110;275;-2.0
trimodal;110;280;-2.0
trimodal;110;285;-2.0
trimodal;110;290;-2.0
trimodal;110;295;-2.0
trimodal;110;300;-2.0
trimodal;110;305;-2.0
trimodal;110;310;-2.0
trimodal;110;315;-2.0
trimodal;110;320;-2.0
trimodal;110;325;-2.0
trimodal;110;330;-2.0
trimodal;110;335;-2.0
trimodal;110;340;-2.0
trimodal;110;345;-2.0
trimodal;110;350;-2.0
trimodal;110;355;-2.0
trimodal;110;360;-2.0
trimodal;110;365;-2.0
trimodal;110;370;-2.0
trimodal;110;375;-2.0
trimodal;110;380;-2.0
trimodal;110;385;-2.0
trimodal;110;390;-2.0
trimodal;110;395;-2.0
trimodal;110;400;-2.0
trimodal;115;5;-11.4
trimodal;115;10;-11.2
trimodal;115;15;-10.9
trimodal;115;20;-10.4
trimodal;115;25;-9.5
trimodal;115;30;-8.0
trimodal;115;35;-6.1
trimodal;115;40;-4.5
trimodal;115;45;-3.2
trimodal;115;50;-2.6
trimodal;115;55;-2.3
trimodal;115;60;-2.2
trimodal;115;65;-2.1
trimodal;115;70;-2.1
trimodal;115;75;-2.1
trimodal;115;80;-2.1
trimodal;115;85;-2.1
trimodal;115;90;-2.1
trimodal;115;95;-2.1
trimodal;115;100;-2.1
trimodal;115;105;-2.1
trimodal;115;110;-2.1
trimodal;115;115;-2.1
trimodal;115;120;-2.1
trimodal;115;125;-2.1
trimodal;115;130;-2.1
trimodal;115;135;-2.1
trimodal;115;140;-2.1
trimodal;115;145;-2.1
trimodal;115;150;-2.1
trimodal;115;155;-2.1
trimodal;115;160;-2.1
trimodal;115;165;-2.1
trimodal;115;170;-2.1
trimodal;115;175;-2.1
trimodal;115;180;-2.1
trimodal;115;185;-2.1
trimodal;115;190;-2.1
trimodal;115;195;-2.1
trimodal;115;200;-2.1
trimodal;115;205;-2.1
trimodal;115;210;-2.1
trimodal;115;215;-2.1
trimodal;115;220;-2.1
trimodal;115;225;-2.1
trimodal;115;230;-2.1
trimodal;115;235;-2.1
trimodal;115;240;-2.1
trimodal;115;245;-2.1
trimodal;115;250;-2.1
trimodal;115;255;-2.1
trimodal;115;260;-2.1
trimodal;115;265;-2.1
trimodal;115;270;-2.1
trimodal;115;275;-2.1
trimodal;115;280;-2.1
trimodal;115;285;-2.1
trimodal;115;290;-2.1
trimodal;115;295;-2.1
trimodal;115;300;-2.1
trimodal;115;305;-2.1
trimodal;115;310;-2.1
trimodal;115;315;-2.1
trimodal;115;320;-2.1
trimodal;115;325;-2.1
trimodal;115;330;-2.1
trimodal;115;335;-2.1
trimodal;115;340;-2.1
trimodal;115;345;-2.1
trimodal;115;350;-2.1
trimodal;115;355;-2.1
trimodal;115;360;-2.1
trimodal;115;365;-2.1
trimodal;115;370;-2.1
trimodal;115;375;-2.1
trimodal;115;380;-2.1
trimodal;115;385;-2.1
trimodal;115;390;-2.1
trimodal;115;395;-2.1
trimodal;115;400;-2.1
trimodal;120;5;-11.5
trimodal;120;10;-11.2
trimodal;120;15;-10.7
trimodal;120;20;-9.8
trimodal;120;25;-8.3
trimodal;120;30;-6.3
trimodal;120;35;-4.8
trimodal;120;40;-3.5
trimodal;120;45;-2.9
trimodal;120;50;-2.6
trimodal;120;55;-2.5
trimodal;120;60;-2.4
trimodal;120;65;-2.4
trimodal;120;70;-2.4
trimodal;120;75;-2.4
trimodal;120;80;-2.4
trimodal;120;85;-2.4
trimodal;120;90;-2.4
trimodal;120;95;-2.4
trimodal;120;100;-2.4
trimodal;120;105;-2.4
trimodal;120;110;-2.4
trimodal;120;115;-2.4
trimodal;120;120;-2.4
trimodal;120;125;-2.4
trimodal;120;130;-2.4
trimodal;120;135;-2.4
trimodal;120;140;-2.4
trimodal;120;145;-2.4
trimodal;120;150;-2.4
trimodal;120;155;-2.4
trimodal;120;160;-2.4
trimodal;120;165;-2.4
trimodal;120;170;-2.4
trimodal;120;175;-2.4
trimodal;120;180;-2.4
trimodal;120;185;-2.4
trimodal;120;190;-2.4
trimodal;120;195;-2.4
trimodal;120;200;-2.4
trimodal;120;205;-2.4
trimodal;120;210;-2.4
trimodal;120;215;-2.4
trimodal;120;220;-2.4
trimodal;120;225;-2.4
trimodal;120;230;-2.4
trimodal;120;235;-2.4
trimodal;120;240;-2.4
trimodal;120;245;-2.4
trimodal;120;250;-2.4
trimodal;120;255;-2.4
trimodal;120;260;-2.4
trimodal;120;265;-2.4
trimodal;120;270;-2.4
trimodal;120;275;-2.4
trimodal;120;280;-2.4
trimodal;120;285;-2.4
trimodal;120;290;-2.4
trimodal;120;295;-2.4
trimodal;120;300;-2.4
trimodal;120;305;-2.4
trimodal;120;310;-2.4
trimodal;120;315;-2.4
trimodal;120;320;-2.4
trimodal;120;325;-2.4
trimodal;120;330;-2.4
trimodal;120;335;-2.4
trimodal;120;340;-2.4
trimodal;120;345;-2.4
trimodal;120;350;-2.4
trimodal;120;355;-2.4
trimodal;120;360;-2.4
trimodal;120;365;-2.4
trimodal;120;370;-2.4
trimodal;120;375;-2.4
trimodal;120;380;-2.4
trimodal;120;385;-2.4
trimodal;120;390;-2.4
trimodal;120;395;-2.4
trimodal;120;400;-2.4
trimodal;125;5;-11.5
trimodal;125;10;-11.0
trimodal;125;15;-10.1
trimodal;125;20;-8.6
trimodal;125;25;-6.6
trimodal;125;30;-5.1
trimodal;125;35;-3.8
trimodal;125;40;-3.2
trimodal;125;45;-2.9
trimodal;125;50;-2.8
trimodal;125;55;-2.7
trimodal;125;60;-2.7
trimodal;125;65;-2.7
trimodal;125;70;-2.7
trimodal;125;75;-2.7
trimodal;125;80;-2.7
trimodal;125;85;-2.7
trimodal;125;90;-2.7
trimodal;125;95;-2.7
trimodal;125;100;-2.7
trimodal;125;105;-2.7
trimodal;125;110;-2.7
trimodal;125;115;-2.7
trimodal;125;120;-2.7
trimodal;125;125;-2.7
trimodal;125;130;-2.7
trimodal;125;135;-2.7
trimodal;125;140;-2.7
trimodal;125;145;-2.7
trimodal;125;150;-2.7
trimodal;125;155;-2.7
trimodal;125;160;-2.7
trimodal;125;165;-2.7
trimodal;125;170;-2.7
trimodal;125;175;-2.7
trimodal;125;180;-2.7
trimodal;125;185;-2.7
trimodal;125;190;-2.7
trimodal;125;195;-2.7
trimodal;125;200;-2.7
trimodal;125;205;-2.7
trimodal;125;210;-2.7
trimodal;125;215;-2.7
trimodal;125;220;-2.7
trimodal;125;225;-2.7
trimodal;125;230;-2.7
trimodal;125;235;-2.7
trimodal;125;240;-2.7
trimodal;125;245;-2.7
trimodal;125;250;-2.7
trimodal;125;255;-2.7
trimodal;125;260;-2.7
trimodal;125;265;-2.7
trimodal;125;270;-2.7
trimodal;125;275;-2.7
trimodal;125;280;-2.7
trimodal;125;285;-2.7
trimodal;125;290;-2.7
trimodal;125;295;-2.7
trimodal;125;300;-2.7
trimodal;125;305;-2.7
trimodal;125;310;-2.7
trimodal;125;315;-2.7
trimodal;125;320;-2.7
trimodal;125;325;-2.7
trimodal;125;330;-2.7
trimodal;125;335;-2.7
trimodal;125;340;-2.7
trimodal;125;345;-2.7
trimodal;125;350;-2.7
trimodal;125;355;-2.7
trimodal;125;360;-2.7
trimodal;125;365;-2.7
trimodal;125;370;-2.7
trimodal;125;375;-2.7
trimodal;125;380;-2.7
trimodal;125;385;-2.7
trimodal;125;390;-2.7
trimodal;125;395;-2.7
trimodal;125;400;-2.7
trimodal;130;5;-11.3
trimodal;130;10;-10.3
trimodal;130;15;-8.8
trimodal;130;20;-6.9
trimodal;130;25;-5.3
trimodal;130;30;-4.1
trimodal;130;35;-3.4
trimodal;130;40;-3.1
trimodal;130;45;-3.0
trimodal;130;50;-2.9
trimodal;130;55;-2.9
trimodal;130;60;-2.9
trimodal;130;65;-2.9
trimodal;130;70;-2.9
trimodal;130;75;-2.9
trimodal;130;80;-2.9
trimodal;130;85;-2.9
trimodal;130;90;-2.9
trimodal;130;95;-2.9
trimodal;130;100;-2.9
