Parameters => idle_timeout: [5, 400]; sleep_timeout: [5; 400]; step: 5
distribution;timeoutIdle;timeoutSleep;energySaved
gaussian_400_25;105;140;19.4
gaussian_400_25;105;145;19.3
gaussian_400_25;105;150;19.2
gaussian_400_25;105;155;19.1
gaussian_400_25;105;160;19.0
gaussian_400_25;105;165;18.9
gaussian_400_25;105;170;18.8
gaussian_400_25;105;175;18.7
gaussian_400_25;105;180;18.6
gaussian_400_25;105;185;18.5
gaussian_400_25;105;190;18.4
gaussian_400_25;105;195;18.3
gaussian_400_25;105;200;18.2
gaussian_400_25;105;205;18.1
gaussian_400_25;105;210;18.0
gaussian_400_25;105;215;17.9
gaussian_400_25;105;220;17.8
gaussian_400_25;105;225;17.7
gaussian_400_25;105;230;17.7
gaussian_400_25;105;235;17.6
gaussian_400_25;105;240;17.7
gaussian_400_25;105;245;17.8
gaussian_400_25;105;250;17.9
gaussian_400_25;105;255;18.1
gaussian_400_25;105;260;18.5
gaussian_400_25;105;265;19.0
gaussian_400_25;105;270;19.6
gaussian_400_25;105;275;20.4
gaussian_400_25;105;280;21.5
gaussian_400_25;105;285;22.5
gaussian_400_25;105;290;23.8
gaussian_400_25;105;295;24.8
gaussian_400_25;105;300;26.0
gaussian_400_25;105;305;27.2
gaussian_400_25;105;310;28.2
gaussian_400_25;105;315;29.1
gaussian_400_25;105;320;29.8
gaussian_400_25;105;325;30.5
gaussian_400_25;105;330;30.9
gaussian_400_25;105;335;31.3
gaussian_400_25;105;340;31.6
gaussian_400_25;105;345;31.7
gaussian_400_25;105;350;31.9
gaussian_400_25;105;355;31.9
gaussian_400_25;105;360;31.9
gaussian_400_25;105;365;32.0
gaussian_400_25;105;370;32.0
gaussian_400_25;105;375;32.0
gaussian_400_25;105;380;32.0
gaussian_400_25;105;385;32.0
gaussian_400_25;105;390;32.0
gaussian_400_25;105;395;32.0
gaussian_400_25;105;400;32.0
gaussian_400_25;110;5;21.2
gaussian_400_25;110;10;21.1
gaussian_400_25;110;15;21.0
gaussian_400_25;110;20;20.9
gaussian_400_25;110;25;20.8
gaussian_400_25;110;30;20.7
gaussian_400_25;110;35;20.6
gaussian_400_25;110;40;20.5
gaussian_400_25;110;45;20.4
gaussian_400_25;110;50;20.3
gaussian_400_25;110;55;20.2
gaussian_400_25;110;60;20.1
gaussian_400_25;110;65;20.0
gaussian_400_25;110;70;19.9
gaussian_400_25;110;75;19.8
gaussian_400_25;110;80;19.7
gaussian_400_25;110;85;19.6
gaussian_400_25;110;90;19.5
gaussian_400_25;110;95;19.4
gaussian_400_25;110;100;19.4
gaussian_400_25;110;105;19.3
gaussian_400_25;110;110;19.2
gaussian_400_25;110;115;19.1
gaussian_400_25;110;120;19.0
gaussian_400_25;110;125;18.9
gaussian_400_25;110;130;18.8
gaussian_400_25;110;135;18.7
gaussian_400_25;110;140;18.6
gaussian_400_25;110;145;18.5
gaussian_400_25;110;150;18.4
gaussian_400_25;110;155;18.3
gaussian_400_25;110;160;18.2
gaussian_400_25;110;165;18.1
gaussian_400_25;110;170;18.0
gaussian_400_25;110;175;17.9
gaussian_400_25;110;180;17.8
gaussian_400_25;110;185;17.7
gaussian_400_25;110;190;17.6
gaussian_400_25;110;195;17.5
gaussian_400_25;110;200;17.4
gaussian_400_25;110;205;17.3
gaussian_400_25;110;210;17.2
gaussian_400_25;110;215;17.2
gaussian_400_25;110;220;17.1
gaussian_400_25;110;225;17.0
gaussian_400_25;110;230;17.0
gaussian_400_25;110;235;17.0
gaussian_400_25;110;240;17.1
gaussian_400_25;110;245;17.2
gaussian_400_25;110;250;17.4
gaussian_400_25;110;255;17.8
gaussian_400_25;110;260;18.3
gaussian_400_25;110;265;19.0
gaussian_400_25;110;270;19.8
gaussian_400_25;110;275;20.8
gaussian_400_25;110;280;21.9
gaussian_400_25;110;285;23.1
gaussian_400_25;110;290;24.2
gaussian_400_25;110;295;25.3
gaussian_400_25;110;300;26.5
gaussian_400_25;110;305;27.5
gaussian_400_25;110;310;28.4
gaussian_400_25;110;315;29.2
gaussian_400_25;110;320;29.8
gaussian_400_25;110;325;30.2
gaussian_400_25;110;330;30.6
gaussian_400_25;110;335;30.9
gaussian_400_25;110;340;31.1
gaussian_400_25;110;345;31.2
gaussian_400_25;110;350;31.2
gaussian_400_25;110;355;31.3
gaussian_400_25;110;360;31.3
gaussian_400_25;110;365;31.3
gaussian_400_25;110;370;31.3
gaussian_400_25;110;375;31.3
gaussian_400_25;110;380;31.3
gaussian_400_25;110;385;31.3
gaussian_400_25;110;390;31.3
gaussian_400_25;110;395;31.3
gaussian_400_25;110;400;31.3
gaussian_400_25;115;5;20.4
gaussian_400_25;115;10;20.3
gaussian_400_25;115;15;20.2
gaussian_400_25;115;20;20.1
gaussian_400_25;115;25;20.0
gaussian_400_25;115;30;19.9
gaussian_400_25;115;35;19.8
gaussian_400_25;115;40;19.7
gaussian_400_25;115;45;19.6
gaussian_400_25;115;50;19.5
gaussian_400_25;115;55;19.4
gaussian_400_25;115;60;19.3
gaussian_400_25;115;65;19.3
gaussian_400_25;115;70;19.2
gaussian_400_25;115;75;19.1
gaussian_400_25;115;80;19.0
gaussian_400_25;115;85;18.9
gaussian_400_25;115;90;18.8
gaussian_400_25;115;95;18.7
gaussian_400_25;115;100;18.6
gaussian_400_25;115;105;18.5
gaussian_400_25;115;110;18.4
gaussian_400_25;115;115;18.3
gaussian_400_25;115;120;18.2
gaussian_400_25;115;125;18.1
gaussian_400_25;115;130;18.0
gaussian_400_25;115;135;17.9
gaussian_400_25;115;140;17.8
gaussian_400_25;115;145;17.7
gaussian_400_25;115;150;17.6
gaussian_400_25;115;155;17.5
gaussian_400_25;115;160;17.4
gaussian_400_25;115;165;17.3
gaussian_400_25;115;170;17.2
gaussian_400_25;115;175;17.1
gaussian_400_25;115;180;17.0
gaussian_400_25;115;185;16.9
gaussian_400_25;115;190;16.8
gaussian_400_25;115;195;16.7
gaussian_400_25;115;200;16.7
gaussian_400_25;115;205;16.6
gaussian_400_25;115;210;16.5
gaussian_400_25;115;215;16.4
gaussian_400_25;115;220;16.3
gaussian_400_25;115;225;16.3
gaussian_400_25;115;230;16.3
gaussian_400_25;115;235;16.4
gaussian_400_25;115;240;16.5
gaussian_400_25;115;245;16.8
gaussian_400_25;115;250;17.1
gaussian_400_25;115;255;17.6
gaussian_400_25;115;260;18.3
gaussian_400_25;115;265;19.1
gaussian_400_25;115;270;20.1
gaussian_400_25;115;275;21.2
gaussian_400_25;115;280;22.4
gaussian_400_25;115;285;23.5
gaussian_400_25;115;290;24.6
gaussian_400_25;115;295;25.8
gaussian_400_25;115;300;26.8
gaussian_400_25;115;305;27.7
gaussian_400_25;115;310;28.5
gaussian_400_25;115;315;29.1
gaussian_400_25;115;320;29.5
gaussian_400_25;115;325;29.9
gaussian_400_25;115;330;30.2
gaussian_400_25;115;335;30.4
gaussian_400_25;115;340;30.5
gaussian_400_25;115;345;30.6
gaussian_400_25;115;350;30.6
gaussian_400_25;115;355;30.6
gaussian_400_25;115;360;30.6
gaussian_400_25;115;365;30.6
gaussian_400_25;115;370;30.6
gaussian_400_25;115;375;30.6
gaussian_400_25;115;380;30.6
gaussian_400_25;115;385;30.6
gaussian_400_25;115;390;30.6
gaussian_400_25;115;395;30.6
gaussian_400_25;115;400;30.6
gaussian_400_25;120;5;19.6
gaussian_400_25;120;10;19.5
gaussian_400_25;120;15;19.4
gaussian_400_25;120;20;19.3
gaussian_400_25;120;25;19.2
gaussian_400_25;120;30;19.2
gaussian_400_25;120;35;19.1
gaussian_400_25;120;40;19.0
gaussian_400_25;120;45;18.9
gaussian_400_25;120;50;18.8
gaussian_400_25;120;55;18.7
gaussian_400_25;120;60;18.6
gaussian_400_25;120;65;18.5
gaussian_400_25;120;70;18.4
gaussian_400_25;120;75;18.3
gaussian_400_25;120;80;18.2
gaussian_400_25;120;85;18.1
gaussian_400_25;120;90;18.0
gaussian_400_25;120;95;17.9
gaussian_400_25;120;100;17.8
gaussian_400_25;120;105;17.7
gaussian_400_25;120;110;17.6
gaussian_400_25;120;115;17.5
gaussian_400_25;120;120;17.4
gaussian_400_25;120;125;17.3
gaussian_400_25;120;130;17.2
gaussian_400_25;120;135;17.1
gaussian_400_25;120;140;17.0
gaussian_400_25;120;145;16.9
gaussian_400_25;120;150;16.8
gaussian_400_25;120;155;16.7
gaussian_400_25;120;160;16.6
gaussian_400_25;120;165;16.6
gaussian_400_25;120;170;16.5
gaussian_400_25;120;175;16.4
gaussian_400_25;120;180;16.3
gaussian_400_25;120;185;16.2
gaussian_400_25;120;190;16.1
gaussian_400_25;120;195;16.0
gaussian_400_25;120;200;15.9
gaussian_400_25;120;205;15.8
gaussian_400_25;120;210;15.7
gaussian_400_25;120;215;15.7
gaussian_400_25;120;220;15.6
gaussian_400_25;120;225;15.6
gaussian_400_25;120;230;15.7
gaussian_400_25;120;235;15.9
gaussian_400_25;120;240;16.1
gaussian_400_25;120;245;16.5
gaussian_400_25;120;250;17.0
gaussian_400_25;120;255;17.6
gaussian_400_25;120;260;18.4
gaussian_400_25;120;265;19.4
gaussian_400_25;120;270;20.5
gaussian_400_25;120;275;21.7
gaussian_400_25;120;280;22.8
gaussian_400_25;120;285;24.0
gaussian_400_25;120;290;25.1
gaussian_400_25;120;295;26.2
gaussian_400_25;120;300;27.0
gaussian_400_25;120;305;27.8
gaussian_400_25;120;310;28.4
gaussian_400_25;120;315;28.9
gaussian_400_25;120;320;29.2
gaussian_400_25;120;325;29.5
gaussian_400_25;120;330;29.7
gaussian_400_25;120;335;29.8
gaussian_400_25;120;340;29.9
gaussian_400_25;120;345;29.9
gaussian_400_25;120;350;29.9
gaussian_400_25;120;355;29.9
gaussian_400_25;120;360;29.9
gaussian_400_25;120;365;30.0
gaussian_400_25;120;370;30.0
gaussian_400_25;120;375;30.0
gaussian_400_25;120;380;30.0
gaussian_400_25;120;385;30.0
gaussian_400_25;120;390;30.0
gaussian_400_25;120;395;30.0
gaussian_400_25;120;400;30.0
gaussian_400_25;125;5;18.9
gaussian_400_25;125;10;18.8
gaussian_400_25;125;15;18.7
gaussian_400_25;125;20;18.6
gaussian_400_25;125;25;18.5
gaussian_400_25;125;30;18.4
gaussian_400_25;125;35;18.3
gaussian_400_25;125;40;18.2
gaussian_400_25;125;45;18.1
gaussian_400_25;125;50;18.0
gaussian_400_25;125;55;17.9
gaussian_400_25;125;60;17.8
gaussian_400_25;125;65;17.7
gaussian_400_25;125;70;17.6
gaussian_400_25;125;75;17.5
gaussian_400_25;125;80;17.4
gaussian_400_25;125;85;17.3
gaussian_400_25;125;90;17.2
gaussian_400_25;125;95;17.1
gaussian_400_25;125;100;17.0
gaussian_400_25;125;105;16.9
gaussian_400_25;125;110;16.8
gaussian_400_25;125;115;16.7
gaussian_400_25;125;120;16.6
gaussian_400_25;125;125;16.5
gaussian_400_25;125;130;16.5
gaussian_400_25;125;135;16.4
gaussian_400_25;125;140;16.3
gaussian_400_25;125;145;16.2
gaussian_400_25;125;150;16.1
gaussian_400_25;125;155;16.0
gaussian_400_25;125;160;15.9
gaussian_400_25;125;165;15.8
gaussian_400_25;125;170;15.7
gaussian_400_25;125;175;15.6
gaussian_400_25;125;180;15.5
gaussian_400_25;125;185;15.4
gaussian_400_25;125;190;15.3
gaussian_400_25;125;195;15.2
gaussian_400_25;125;200;15.1
gaussian_400_25;125;205;15.0
gaussian_400_25;125;210;15.0
gaussian_400_25;125;215;14.9
gaussian_400_25;125;220;15.0
gaussian_400_25;125;225;15.0
gaussian_400_25;125;230;15.2
gaussian_400_25;125;235;15.4
gaussian_400_25;125;240;15.8
gaussian_400_25;125;245;16.3
gaussian_400_25;125;250;16.9
gaussian_400_25;125;255;17.7
gaussian_400_25;125;260;18.8
gaussian_400_25;125;265;19.8
gaussian_400_25;125;270;21.1
gaussian_400_25;125;275;22.1
gaussian_400_25;125;280;23.3
gaussian_400_25;125;285;24.5
gaussian_400_25;125;290;25.5
gaussian_400_25;125;295;26.3
gaussian_400_25;125;300;27.1
gaussian_400_25;125;305;27.8
gaussian_400_25;125;310;28.2
gaussian_400_25;125;315;28.6
gaussian_400_25;125;320;28.9
gaussian_400_25;125;325;29.0
gaussian_400_25;125;330;29.2
gaussian_400_25;125;335;29.2
gaussian_400_25;125;340;29.2
gaussian_400_25;125;345;29.2
gaussian_400_25;125;350;29.3
gaussian_400_25;125;355;29.3
gaussian_400_25;125;360;29.3
gaussian_400_25;125;365;29.3
gaussian_400_25;125;370;29.3
gaussian_400_25;125;375;29.3
gaussian_400_25;125;380;29.3
gaussian_400_25;125;385;29.3
gaussian_400_25;125;390;29.3
gaussian_400_25;125;395;29.3
gaussian_400_25;125;400;29.3
gaussian_400_25;130;5;18.1
gaussian_400_25;130;10;18.0
gaussian_400_25;130;15;17.9
gaussian_400_25;130;20;17.8
gaussian_400_25;130;25;17.7
gaussian_400_25;130;30;17.6
gaussian_400_25;130;35;17.5
gaussian_400_25;130;40;17.4
gaussian_400_25;130;45;17.3
gaussian_400_25;130;50;17.2
gaussian_400_25;130;55;17.1
gaussian_400_25;130;60;17.0
gaussian_400_25;130;65;16.9
gaussian_400_25;130;70;16.8
gaussian_400_25;130;75;16.7
gaussian_400_25;130;80;16.6
gaussian_400_25;130;85;16.5
gaussian_400_25;130;90;16.5
gaussian_400_25;130;95;16.4
gaussian_400_25;130;100;16.3
gaussian_400_25;130;105;16.2
gaussian_400_25;130;110;16.1
gaussian_400_25;130;115;16.0
gaussian_400_25;130;120;15.9
gaussian_400_25;130;125;15.8
gaussian_400_25;130;130;15.7
gaussian_400_25;130;135;15.6
gaussian_400_25;130;140;15.5
gaussian_400_25;130;145;15.4
gaussian_400_25;130;150;15.3
gaussian_400_25;130;155;15.2
gaussian_400_25;130;160;15.1
gaussian_400_25;130;165;15.0
gaussian_400_25;130;170;14.9
gaussian_400_25;130;175;14.8
gaussian_400_25;130;180;14.7
gaussian_400_25;130;185;14.6
gaussian_400_25;130;190;14.5
gaussian_400_25;130;195;14.4
gaussian_400_25;130;200;14.4
gaussian_400_25;130;205;14.3
gaussian_400_25;130;210;14.3
gaussian_400_25;130;215;14.3
gaussian_400_25;130;220;14.4
gaussian_400_25;130;225;14.5
gaussian_400_25;130;230;14.7
gaussian_400_25;130;235;15.1
gaussian_400_25;130;240;15.6
gaussian_400_25;130;245;16.3
gaussian_400_25;130;250;17.0
gaussian_400_25;130;255;18.1
gaussian_400_25;130;260;19.1
gaussian_400_25;130;265;20.4
gaussian_400_25;130;270;21.5
gaussian_400_25;130;275;22.6
gaussian_400_25;130;280;23.8
gaussian_400_25;130;285;24.8
gaussian_400_25;130;290;25.7
gaussian_400_25;130;295;26.4
gaussian_400_25;130;300;27.1
gaussian_400_25;130;305;27.5
gaussian_400_25;130;310;27.9
gaussian_400_25;130;315;28.2
gaussian_400_25;130;320;28.4
gaussian_400_25;130;325;28.5
gaussian_400_25;130;330;28.5
gaussian_400_25;130;335;28.5
gaussian_400_25;130;340;28.6
gaussian_400_25;130;345;28.6
gaussian_400_25;130;350;28.6
gaussian_400_25;130;355;28.6
gaussian_400_25;130;360;28.6
gaussian_400_25;130;365;28.6
gaussian_400_25;130;370;28.6
gaussian_400_25;130;375;28.6
gaussian_400_25;130;380;28.6
gaussian_400_25;130;385;28.6
gaussian_400_25;130;390;28.6
gaussian_400_25;130;395;28.6
gaussian_400_25;130;400;28.6
gaussian_400_25;135;5;17.3
gaussian_400_25;135;10;17.2
gaussian_400_25;135;15;17.1
gaussian_400_25;135;20;17.0
gaussian_400_25;135;25;16.9
gaussian_400_25;135;30;16.8
gaussian_400_25;135;35;16.7
gaussian_400_25;135;40;16.6
gaussian_400_25;135;45;16.5
gaussian_400_25;135;50;16.4
gaussian_400_25;135;55;16.4
gaussian_400_25;135;60;16.3
gaussian_400_25;135;65;16.2
gaussian_400_25;135;70;16.1
gaussian_400_25;135;75;16.0
gaussian_400_25;135;80;15.9
gaussian_400_25;135;85;15.8
gaussian_400_25;135;90;15.7
gaussian_400_25;135;95;15.6
gaussian_400_25;135;100;15.5
gaussian_400_25;135;105;15.4
gaussian_400_25;135;110;15.3
gaussian_400_25;135;115;15.2
gaussian_400_25;135;120;15.1
gaussian_400_25;135;125;15.0
gaussian_400_25;135;130;14.9
gaussian_400_25;135;135;14.8
gaussian_400_25;135;140;14.7
gaussian_400_25;135;145;14.6
gaussian_400_25;135;150;14.5
gaussian_400_25;135;155;14.4
gaussian_400_25;135;160;14.3
gaussian_400_25;135;165;14.2
gaussian_400_25;135;170;14.1
gaussian_400_25;135;175;14.0
gaussian_400_25;135;180;13.9
gaussian_400_25;135;185;13.9
gaussian_400_25;135;190;13.8
gaussian_400_25;135;195;13.7
gaussian_400_25;135;200;13.6
gaussian_400_25;135;205;13.6
gaussian_400_25;135;210;13.6
gaussian_400_25;135;215;13.7
gaussian_400_25;135;220;13.8
gaussian_400_25;135;225;14.1
gaussian_400_25;135;230;14.4
gaussian_400_25;135;235;14.9
gaussian_400_25;135;240;15.6
gaussian_400_25;135;245;16.4
gaussian_400_25;135;250;17.4
gaussian_400_25;135;255;18.5
gaussian_400_25;135;260;19.7
gaussian_400_25;135;265;20.8
gaussian_400_25;135;270;21.9
gaussian_400_25;135;275;23.1
gaussian_400_25;135;280;24.1
gaussian_400_25;135;285;25.0
gaussian_400_25;135;290;25.8
gaussian_400_25;135;295;26.4
gaussian_400_25;135;300;26.8
gaussian_400_25;135;305;27.2
gaussian_400_25;135;310;27.5
gaussian_400_25;135;315;27.7
gaussian_400_25;135;320;27.8
gaussian_400_25;135;325;27.9
gaussian_400_25;135;330;27.9
gaussian_400_25;135;335;27.9
gaussian_400_25;135;340;27.9
gaussian_400_25;135;345;27.9
gaussian_400_25;135;350;27.9
gaussian_400_25;135;355;27.9
gaussian_400_25;135;360;27.9
gaussian_400_25;135;365;27.9
gaussian_400_25;135;370;27.9
gaussian_400_25;135;375;27.9
gaussian_400_25;135;380;27.9
gaussian_400_25;135;385;27.9
gaussian_400_25;135;390;27.9
gaussian_400_25;135;395;27.9
gaussian_400_25;135;400;27.9
gaussian_400_25;140;5;16.5
gaussian_400_25;140;10;16.4
gaussian_400_25;140;15;16.4
gaussian_400_25;140;20;16.3
gaussian_400_25;140;25;16.2
gaussian_400_25;140;30;16.1
gaussian_400_25;140;35;16.0
gaussian_400_25;140;40;15.9
gaussian_400_25;140;45;15.8
gaussian_400_25;140;50;15.7
gaussian_400_25;140;55;15.6
gaussian_400_25;140;60;15.5
gaussian_400_25;140;65;15.4
gaussian_400_25;140;70;15.3
gaussian_400_25;140;75;15.2
gaussian_400_25;140;80;15.1
gaussian_400_25;140;85;15.0
gaussian_400_25;140;90;14.9
gaussian_400_25;140;95;14.8
gaussian_400_25;140;100;14.7
gaussian_400_25;140;105;14.6
gaussian_400_25;140;110;14.5
gaussian_400_25;140;115;14.4
gaussian_400_25;140;120;14.3
gaussian_400_25;140;125;14.2
gaussian_400_25;140;130;14.1
gaussian_400_25;140;135;14.0
gaussian_400_25;140;140;13.9
gaussian_400_25;140;145;13.8
gaussian_400_25;140;150;13.7
gaussian_400_25;140;155;13.7
gaussian_400_25;140;160;13.6
gaussian_400_25;140;165;13.5
gaussian_400_25;140;170;13.4
gaussian_400_25;140;175;13.3
gaussian_400_25;140;180;13.2
gaussian_400_25;140;185;13.1
gaussian_400_25;140;190;13.0
gaussian_400_25;140;195;13.0
gaussian_400_25;140;200;12.9
gaussian_400_25;140;205;12.9
gaussian_400_25;140;210;13.0
gaussian_400_25;140;215;13.2
gaussian_400_25;140;220;13.4
gaussian_400_25;140;225;13.8
gaussian_400_25;140;230;14.2
gaussian_400_25;140;235;14.9
gaussian_400_25;140;240;15.7
gaussian_400_25;140;245;16.7
gaussian_400_25;140;250;17.8
gaussian_400_25;140;255;19.0
gaussian_400_25;140;260;20.1
gaussian_400_25;140;265;21.3
gaussian_400_25;140;270;22.4
gaussian_400_25;140;275;23.4
gaussian_400_25;140;280;24.3
gaussian_400_25;140;285;25.1
gaussian_400_25;140;290;25.7
gaussian_400_25;140;295;26.2
gaussian_400_25;140;300;26.5
gaussian_400_25;140;305;26.8
gaussian_400_25;140;310;27.0
gaussian_400_25;140;315;27.1
gaussian_400_25;140;320;27.2
gaussian_400_25;140;325;27.2
gaussian_400_25;140;330;27.2
gaussian_400_25;140;335;27.2
gaussian_400_25;140;340;27.2
gaussian_400_25;140;345;27.2
gaussian_400_25;140;350;27.3
gaussian_400_25;140;355;27.3
gaussian_400_25;140;360;27.3
gaussian_400_25;140;365;27.3
gaussian_400_25;140;370;27.3
gaussian_400_25;140;375;27.3
gaussian_400_25;140;380;27.3
gaussian_400_25;140;385;27.3
gaussian_400_25;140;390;27.3
gaussian_400_25;140;395;27.3
gaussian_400_25;140;400;27.3
gaussian_400_25;145;5;15.8
gaussian_400_25;145;10;15.7
gaussian_400_25;145;15;15.6
gaussian_400_25;145;20;15.5
gaussian_400_25;145;25;15.4
gaussian_400_25;145;30;15.3
gaussian_400_25;145;35;15.2
gaussian_400_25;145;40;15.1
gaussian_400_25;145;45;15.0
gaussian_400_25;145;50;14.9
gaussian_400_25;145;55;14.8
gaussian_400_25;145;60;14.7
gaussian_400_25;145;65;14.6
gaussian_400_25;145;70;14.5
gaussian_400_25;145;75;14.4
gaussian_400_25;145;80;14.3
gaussian_400_25;145;85;14.2
gaussian_400_25;145;90;14.1
gaussian_400_25;145;95;14.0
gaussian_400_25;145;100;13.9
gaussian_400_25;145;105;13.8
gaussian_400_25;145;110;13.7
gaussian_400_25;145;115;13.7
gaussian_400_25;145;120;13.6
gaussian_400_25;145;125;13.5
gaussian_400_25;145;130;13.4
gaussian_400_25;145;135;13.3
gaussian_400_25;145;140;13.2
gaussian_400_25;145;145;13.1
gaussian_400_25;145;150;13.0
gaussian_400_25;145;155;12.9
gaussian_400_25;145;160;12.8
gaussian_400_25;145;165;12.7
gaussian_400_25;145;170;12.6
gaussian_400_25;145;175;12.5
gaussian_400_25;145;180;12.4
gaussian_400_25;145;185;12.3
gaussian_400_25;145;190;12.3
gaussian_400_25;145;195;12.2
gaussian_400_25;145;200;12.3
gaussian_400_25;145;205;12.3
gaussian_400_25;145;210;12.5
gaussian_400_25;145;215;12.7
gaussian_400_25;145;220;13.1
gaussian_400_25;145;225;13.6
gaussian_400_25;145;230;14.2
gaussian_400_25;145;235;15.0
gaussian_400_25;145;240;16.1
gaussian_400_25;145;245;17.1
gaussian_400_25;145;250;18.3
gaussian_400_25;145;255;19.4
gaussian_400_25;145;260;20.6
gaussian_400_25;145;265;21.8
gaussian_400_25;145;270;22.8
gaussian_400_25;145;275;23.6
gaussian_400_25;145;280;24.4
gaussian_400_25;145;285;25.1
gaussian_400_25;145;290;25.5
gaussian_400_25;145;295;25.9
gaussian_400_25;145;300;26.1
gaussian_400_25;145;305;26.3
gaussian_400_25;145;310;26.4
gaussian_400_25;145;315;26.5
gaussian_400_25;145;320;26.5
gaussian_400_25;145;325;26.5
gaussian_400_25;145;330;26.6
gaussian_400_25;145;335;26.6
gaussian_400_25;145;340;26.6
gaussian_400_25;145;345;26.6
gaussian_400_25;145;350;26.6
gaussian_400_25;145;355;26.6
gaussian_400_25;145;360;26.6
gaussian_400_25;145;365;26.6
gaussian_400_25;145;370;26.6
gaussian_400_25;145;375;26.6
gaussian_400_25;145;380;26.6
gaussian_400_25;145;385;26.6
gaussian_400_25;145;390;26.6
gaussian_400_25;145;395;26.6
gaussian_400_25;145;400;26.6
gaussian_400_25;150;5;15.0
gaussian_400_25;150;10;14.9
gaussian_400_25;150;15;14.8
gaussian_400_25;150;20;14.7
gaussian_400_25;150;25;14.6
gaussian_400_25;150;30;14.5
gaussian_400_25;150;35;14.4
gaussian_400_25;150;40;14.3
gaussian_400_25;150;45;14.2
gaussian_400_25;150;50;14.1
gaussian_400_25;150;55;14.0
gaussian_400_25;150;60;13.9
gaussian_400_25;150;65;13.8
gaussian_400_25;150;70;13.7
gaussian_400_25;150;75;13.6
gaussian_400_25;150;80;13.6
gaussian_400_25;150;85;13.5
gaussian_400_25;150;90;13.4
gaussian_400_25;150;95;13.3
gaussian_400_25;150;100;13.2
gaussian_400_25;150;105;13.1
gaussian_400_25;150;110;13.0
gaussian_400_25;150;115;12.9
gaussian_400_25;150;120;12.8
gaussian_400_25;150;125;12.7
gaussian_400_25;150;130;12.6
gaussian_400_25;150;135;12.5
gaussian_400_25;150;140;12.4
gaussian_400_25;150;145;12.3
gaussian_400_25;150;150;12.2
gaussian_400_25;150;155;12.1
gaussian_400_25;150;160;12.0
gaussian_400_25;150;165;11.9
gaussian_400_25;150;170;11.8
gaussian_400_25;150;175;11.7
gaussian_400_25;150;180;11.7
gaussian_400_25;150;185;11.6
gaussian_400_25;150;190;11.6
gaussian_400_25;150;195;11.6
gaussian_400_25;150;200;11.7
gaussian_400_25;150;205;11.8
gaussian_400_25;150;210;12.0
gaussian_400_25;150;215;12.4
gaussian_400_25;150;220;12.9
gaussian_400_25;150;225;13.6
gaussian_400_25;150;230;14.3
gaussian_400_25;150;235;15.4
gaussian_400_25;150;240;16.4
gaussian_400_25;150;245;17.7
gaussian_400_25;150;250;18.8
gaussian_400_25;150;255;19.9
gaussian_400_25;150;260;21.1
gaussian_400_25;150;265;22.1
gaussian_400_25;150;270;23.0
gaussian_400_25;150;275;23.7
gaussian_400_25;150;280;24.4
gaussian_400_25;150;285;24.8
gaussian_400_25;150;290;25.2
gaussian_400_25;150;295;25.5
gaussian_400_25;150;300;25.7
gaussian_400_25;150;305;25.8
gaussian_400_25;150;310;25.8
gaussian_400_25;150;315;25.8
gaussian_400_25;150;320;25.9
gaussian_400_25;150;325;25.9
gaussian_400_25;150;330;25.9
gaussian_400_25;150;335;25.9
gaussian_400_25;150;340;25.9
gaussian_400_25;150;345;25.9
gaussian_400_25;150;350;25.9
gaussian_400_25;150;355;25.9
gaussian_400_25;150;360;25.9
gaussian_400_25;150;365;25.9
gaussian_400_25;150;370;25.9
gaussian_400_25;150;375;25.9
gaussian_400_25;150;380;25.9
gaussian_400_25;150;385;25.9
gaussian_400_25;150;390;25.9
gaussian_400_25;150;395;25.9
gaussian_400_25;150;400;25.9
gaussian_400_25;155;5;14.2
gaussian_400_25;155;10;14.1
gaussian_400_25;155;15;14.0
gaussian_400_25;155;20;13.9
gaussian_400_25;155;25;13.8
gaussian_400_25;155;30;13.7
gaussian_400_25;155;35;13.6
gaussian_400_25;155;40;13.6
gaussian_400_25;155;45;13.5
gaussian_400_25;155;50;13.4
gaussian_400_25;155;55;13.3
gaussian_400_25;155;60;13.2
gaussian_400_25;155;65;13.1
gaussian_400_25;155;70;13.0
gaussian_400_25;155;75;12.9
gaussian_400_25;155;80;12.8
gaussian_400_25;155;85;12.7
gaussian_400_25;155;90;12.6
gaussian_400_25;155;95;12.5
gaussian_400_25;155;100;12.4
gaussian_400_25;155;105;12.3
gaussian_400_25;155;110;12.2
gaussian_400_25;155;115;12.1
gaussian_400_25;155;120;12.0
gaussian_400_25;155;125;11.9
gaussian_400_25;155;130;11.8
gaussian_400_25;155;135;11.7
gaussian_400_25;155;140;11.6
gaussian_400_25;155;145;11.5
gaussian_400_25;155;150;11.4
gaussian_400_25;155;155;11.3
gaussian_400_25;155;160;11.2
gaussian_400_25;155;165;11.1
gaussian_400_25;155;170;11.1
gaussian_400_25;155;175;11.0
gaussian_400_25;155;180;10.9
gaussian_400_25;155;185;10.9
gaussian_400_25;155;190;10.9
gaussian_400_25;155;195;11.0
gaussian_400_25;155;200;11.1
gaussian_400_25;155;205;11.4
gaussian_400_25;155;210;11.7
gaussian_400_25;155;215;12.2
gaussian_400_25;155;220;12.9
gaussian_400_25;155;225;13.7
gaussian_400_25;155;230;14.7
