datasheet.jpg
  0.00510000,  0.00000000
  0.02130000,  0.22540000
  0.04770000,  0.39450000
  0.07480000,  0.49110000
  0.10480000,  0.59570000
  0.14150000,  0.77280000
  0.17600000,  0.82920000
  0.22800000,  0.98210000
  0.26610000,  1.09480000
  0.31670000,  1.16730000
  0.36140000,  1.28000000
  0.41860000,  1.40070000
  0.45010000,  1.46510000
  0.47730000,  1.52150000
  0.51690000,  1.61810000
  0.54330000,  1.68250000
  0.58430000,  1.80320000
  0.62460000,  1.92400000
  0.65980000,  1.98030000
  0.69430000,  2.06080000
  0.73090000,  2.14130000
  0.75440000,  2.21380000
  0.77420000,  2.22180000
  0.80210000,  2.28620000
  0.81890000,  2.35870000
  0.84460000,  2.40700000
  0.87320000,  2.48750000
  0.90760000,  2.53580000
  0.94210000,  2.61630000
  0.97210000,  2.67260000
  0.98680000,  2.78530000
  0.99710000,  2.97850000
