datasheet.jpg
  0.00730000, -0.03220000
  0.02130000,  0.26570000
  0.04110000,  0.59570000
  0.07330000,  0.85330000
  0.12170000,  1.13510000
  0.17300000,  1.36050000
  0.23900000,  1.50540000
  0.28230000,  1.64220000
  0.34600000,  1.73880000
  0.39080000,  1.81930000
  0.46550000,  1.98030000
  0.50660000,  2.04470000
  0.54330000,  2.12520000
  0.58800000,  2.24600000
  0.62980000,  2.35060000
  0.68260000,  2.46330000
  0.71260000,  2.53580000
  0.76170000,  2.62430000
  0.80210000,  2.72090000
  0.83650000,  2.79340000
  0.86140000,  2.86580000
  0.88860000,  2.95440000
  0.91640000,  2.99460000
  0.94280000,  3.06710000
  0.96410000,  3.13150000
  0.98460000,  3.18780000
  0.99410000,  3.30860000
  0.99850000,  3.42130000
