100075.jpg ;3.04246;1.7382;1.4003;877.896137;6.2371;2.5222;685.393473
100080.jpg ;3.19722;1.6891;1.4917;917.811702;5.72761;2.6782;716.585222
100098.jpg ;3.88377;1.7041;1.7306;1150.16119;16.8552;3.9334;834.733718
103041.jpg ;3.13324;1.6298;1.3545;900.769182;6.42105;2.4827;700.065887
104022.jpg ;3.23681;1.6286;1.4377;922.283205;5.72259;2.59;719.478949
105019.jpg ;3.88754;1.7643;1.7823;1110.52358;6.0909;3.206;862.743485
105053.jpg ;3.31921;1.6687;1.5041;943.979559;5.91379;2.7187;735.787036
106020.jpg ;3.39341;1.583;1.4544;976.575601;8.09653;2.7664;749.51091
106025.jpg ;2.42712;1.3499;1.0136;708.696966;6.28822;1.9389;549.019426
108041.jpg ;3.67382;1.6721;1.6193;1057.789;8.12328;3.0741;812.506804
108073.jpg ;2.35548;1.6757;1.1771;696.117526;6.7715;2.196;542.691249
109034.jpg ;4.58178;1.7317;1.9545;1333.83704;15.9817;4.0537;993.080535
112082.jpg ;4.28264;1.7525;1.9509;1251.27769;12.5528;4.1326;933.35037
113009.jpg ;2.6931;1.6919;1.2831;785.18961;8.65261;2.4419;607.238056
113016.jpg ;4.00035;1.7591;2.202;1170.13313;8.78944;4.5014;890.882391
113044.jpg ;4.56071;1.7971;2.391;1337.48992;10.9793;5.1165;1010.83885
117054.jpg ;4.11293;1.6909;1.8349;1208.50097;13.2254;3.6935;921.739926
118020.jpg ;2.91149;1.7265;1.3576;848.388238;6.40036;2.482;661.859726
118035.jpg ;4.51189;1.7227;1.9894;1327.98147;30.686;5.0465;954.842331
12003.jpg  ;3.00659;1.7628;1.8844;897.461005;8.6837;3.6592;688.208515
12074.jpg  ;2.3062;1.6843;1.1644;703.59305;7.91563;2.2566;544.740689
122048.jpg ;2.06788;1.4275;0.8496;651.2879;7.79599;1.8014;497.206839
124084.jpg ;1.90802;1.6988;1.3735;604.915399;6.32383;2.5947;474.898031
126039.jpg ;3.53215;1.6928;1.5403;1023.86959;6.02374;2.7856;796.341021
130034.jpg ;3.59386;1.7675;1.6293;1028.06274;6.3121;2.9373;799.783408
134008.jpg ;2.84931;1.7698;1.4827;818.021185;6.05408;2.6624;640.80869
134052.jpg ;3.10451;1.7386;1.5471;892.053799;6.057;2.7906;696.570637
135037.jpg ;4.21996;1.5779;1.8616;1240.34945;12.1449;4.3543;891.32589
135069.jpg ;3.61819;1.7869;1.7288;1043.65786;6.18717;3.1147;811.851491
138032.jpg ;3.66305;1.7257;1.5785;1053.96886;6.4142;2.8592;818.430507
138078.jpg ;4.50688;1.6369;1.97;1320.82019;14.8679;4.3015;967.78772
140055.jpg ;2.33232;1.7704;1.3079;694.206155;6.17641;2.3719;546.242288
140075.jpg ;2.74061;1.7212;1.4361;821.49398;5.99854;2.5944;642.791215
144067.jpg ;3.31165;1.695;1.4234;991.780186;11.2441;2.8318;753.073933
145014.jpg ;3.59407;1.762;1.7912;1064.65459;13.8872;3.8986;799.518459
145053.jpg ;3.12597;1.7649;1.6678;925.376883;7.96397;3.2035;713.307889
147021.jpg ;2.45483;1.5231;1.0495;730.572553;6.22769;1.9269;570.907484
147062.jpg ;3.42863;1.6987;1.5189;1019.1282;11.7847;3.0669;768.322604
15004.jpg  ;3.26912;1.7388;1.6591;976.244505;10.9072;3.52;741.251959
15088.jpg  ;4.19323;1.7328;2.0234;1223.1998;5.9857;3.6494;948.260595
151087.jpg ;4.04321;1.6326;1.8056;1173.75752;7.08148;3.3173;906.633744
153077.jpg ;2.11266;1.6316;0.96269;657.499034;7.16343;1.8785;510.362228
153093.jpg ;2.41853;1.675;1.314;735.602567;6.10676;2.3979;576.175183
155060.jpg ;3.57192;1.7486;1.7337;1050.6929;13.8882;3.9546;788.308735
156079.jpg ;1.82077;1.775;1.0775;583.328421;6.70887;1.9235;459.650852
157036.jpg ;3.9476;1.6664;1.6748;1154.7283;15.6593;3.3749;867.98539
159029.jpg ;3.08671;1.7365;1.4542;910.313908;8.19907;2.8189;702.330309
159045.jpg ;2.51108;1.7544;1.293;749.42862;6.0827;2.3289;588.334589
159091.jpg ;3.87575;1.759;1.9113;1134.79934;9.38961;3.7759;873.5827
16052.jpg  ;2.77311;1.7331;1.5258;808.696414;5.94527;2.7496;633.574645
161062.jpg ;4.53503;1.633;2.1088;1315.60137;6.66049;3.8781;1014.09853
163014.jpg ;3.55469;1.7613;1.8054;1027.29637;6.31166;3.2527;798.860445
163062.jpg ;3.03352;1.7752;1.6294;887.310998;6.55256;2.9629;691.923838
164074.jpg ;2.21983;1.689;1.1959;676.130253;6.3076;2.2137;530.16186
166081.jpg ;2.93807;1.6899;1.3439;847.859377;6.34396;2.4378;661.922507
169012.jpg ;3.30166;1.7531;1.5127;964.181171;10.4545;2.9991;736.794174
170054.jpg ;4.37244;1.7934;2.2926;1287.20057;14.6755;5.1513;957.089444
172032.jpg ;4.45289;1.7215;1.9197;1289.02505;5.97074;3.4602;998.214023
173036.jpg ;2.6255;1.6877;1.2628;766.989716;6.41906;2.3034;600.174535
176019.jpg ;2.81648;1.7554;1.4083;822.551861;7.11588;2.5797;640.215427
176035.jpg ;3.60011;1.723;1.8616;1069.24686;17.4978;4.9833;796.603912
176039.jpg ;3.63581;1.788;1.7078;1068.19206;10.3474;3.4394;818.552674
178054.jpg ;3.07616;1.7253;1.3974;883.109348;5.88952;2.5119;690.217749
181018.jpg ;2.55378;1.5309;1.0784;754.007574;7.60938;2.1802;575.09601
181079.jpg ;3.52867;1.7401;1.557;1016.34125;9.15638;2.961;778.085426
181091.jpg ;3.99209;1.6208;1.7402;1182.94236;19.2945;4.0842;850.499016
183055.jpg ;4.03856;1.6154;1.8343;1166.80168;5.49464;3.2973;905.670263
183087.jpg ;4.3475;1.7571;1.9841;1259.07183;7.1464;3.6306;972.393046
187003.jpg ;3.10255;1.7144;1.4743;913.370362;10.0418;2.9556;701.921359
187029.jpg ;2.81752;1.7034;1.3862;832.439138;5.85488;2.4982;651.397739
187039.jpg ;3.30351;1.7834;1.6921;958.641309;7.22086;3.1795;741.748234
187071.jpg ;3.90997;1.7537;1.7701;1136.58142;8.61653;3.3547;875.216627
187083.jpg ;2.61081;1.7607;1.5524;779.328841;6.22399;2.8137;610.274087
188005.jpg ;3.04526;1.7104;1.3098;887.554201;6.15478;2.3696;692.724536
188063.jpg ;3.11013;1.616;1.3186;886.036548;5.51629;2.3713;692.274278
188091.jpg ;3.41342;1.4584;1.4469;973.830138;5.40558;2.6308;757.706475
189003.jpg ;3.44614;1.6808;1.5114;1024.89731;14.7079;3.2188;769.988127
189011.jpg ;3.61903;1.7694;2.0908;1074.85551;8.10552;4.1053;822.815097
196015.jpg ;2.31745;1.6836;1.2066;690.678279;5.88483;2.183;543.429664
198004.jpg ;4.15826;1.7861;2.1786;1229.29385;19.1032;5.0464;910.743516
198023.jpg ;2.52455;1.6653;1.1836;763.104561;6.97549;2.2426;592.69009
198054.jpg ;2.71163;1.7064;1.2896;813.621401;7.98903;2.6345;622.401615
20008.jpg  ;3.65796;1.7471;1.7074;1058.84616;8.30244;3.3351;811.676578
202012.jpg ;2.83188;1.7857;1.3818;833.521311;6.99322;2.5613;649.240204
207056.jpg ;1.87214;1.7774;1.3807;584.165658;6.08;2.5001;463.189975
209070.jpg ;3.56755;1.7193;1.7149;1034.26658;7.65525;3.2761;799.213334
2092.jpg   ;3.42637;1.7652;1.4969;991.94607;6.12328;2.6939;772.512476
216041.jpg ;3.74342;1.723;1.8386;1095.40129;9.00789;3.4786;844.11191
216053.jpg ;3.57098;1.776;1.6071;1034.99372;7.95526;3.0074;799.544895
216066.jpg ;3.64129;1.7326;1.5688;1046.09841;6.77163;2.8549;812.228768
22013.jpg  ;2.67562;1.7423;1.1402;803.59996;7.84659;2.1342;621.964094
22090.jpg  ;3.99665;1.7938;1.8463;1166.89139;7.4462;3.4378;898.615978
22093.jpg  ;3.95416;1.6154;1.7678;1175.34695;14.5714;4.2018;841.820496
225017.jpg ;4.01618;1.7956;1.8539;1175.5105;11.5547;3.6232;893.219472
227040.jpg ;3.86846;1.6459;1.6736;1104.37488;5.51117;3.0082;858.175322
227046.jpg ;3.99906;1.6999;1.732;1167.88098;20.7373;3.7994;863.272866
23025.jpg  ;3.71977;1.6163;1.6051;1092.95798;8.08038;2.9324;844.486935
23080.jpg  ;4.16222;1.6627;1.838;1207.09118;11.2907;3.5334;918.277528
23084.jpg  ;2.95921;1.6458;1.4188;891.981598;7.78022;2.7469;685.719671
231015.jpg ;3.76563;1.7676;1.8704;1112.63768;14.6169;4.3527;829.272491
232038.jpg ;2.95691;1.7106;1.3459;878.653376;7.9465;2.4571;678.404493
236017.jpg ;3.49261;1.7817;1.7313;1003.74542;6.56565;3.1499;780.171493
238011.jpg ;2.60634;1.7912;1.2813;755.458017;6.18666;2.2948;592.20542
239007.jpg ;4.65332;1.6728;2.1095;1376.81241;16.3552;4.5006;1019.79441
239096.jpg ;2.99154;1.7104;1.3453;877.703442;8.23412;2.4943;679.42344
24004.jpg  ;3.94188;1.7566;1.6962;1140.38323;8.38611;3.2158;874.318638
24063.jpg  ;4.76085;1.7107;2.0765;1399.12353;25.4031;4.881;1019.17237
242078.jpg ;3.42463;1.7548;1.9026;1019.39423;8.81901;3.9671;770.202504
245051.jpg ;5.32253;1.6787;2.356;1581.96179;37.5855;5.5991;1125.63554
246016.jpg ;4.1692;1.6946;1.8794;1215.4101;11.0282;3.8382;921.358231
246053.jpg ;2.38956;1.7803;1.4633;704.873325;6.6695;2.7156;551.310752
247085.jpg ;3.50202;1.7478;1.6127;1015.86216;6.46167;2.9305;789.998372
249061.jpg ;4.60434;1.7727;2.0742;1348.77386;17.2993;5.0064;996.158537
249087.jpg ;3.95602;1.7495;1.9103;1155.31655;11.9401;4.083;874.282626
25098.jpg  ;2.98889;1.7623;1.8182;906.58777;8.48952;3.6163;694.184759
253036.jpg ;5.08442;1.7151;2.2289;1502.74604;32.1989;4.9225;1097.7607
254033.jpg ;3.9754;1.7701;1.7428;1146.79328;8.29087;3.2354;884.112274
254054.jpg ;3.91602;1.7683;1.8565;1133.22967;8.19041;3.4725;873.328331
260081.jpg ;3.28951;1.6648;1.4137;953.463524;8.5115;2.761;729.254955
26031.jpg  ;3.08326;1.7088;1.3023;926.193952;13.0096;2.9123;680.571683
268002.jpg ;3.60568;1.702;1.6482;1040.91108;5.96268;2.9781;808.992723
27059.jpg  ;3.12194;1.7391;1.4587;910.190509;8.43984;2.849;699.098789
271008.jpg ;4.44906;1.7766;2.1866;1304.40455;19.9727;5.5313;959.867782
271031.jpg ;4.1685;1.728;1.8823;1212.97173;22.7578;4.112;910.050172
