100075.jpg ;39.1751;9.3448
100080.jpg ;41.5535;8.9995
100098.jpg ;31.8484;9.8975
103041.jpg ;39.5483;9.5922
104022.jpg ;37.0127;8.3623
105019.jpg ;39.044;9.5824
105053.jpg ;39.4448;8.7714
106020.jpg ;35.8922;9.5804
106025.jpg ;50.5125;9.5765
108041.jpg ;35.96;9.4624
108073.jpg ;43.1926;9.8059
109034.jpg ;32.0419;9.9942
112082.jpg ;34.267;8.8623
113009.jpg ;41.9293;9.6743
113016.jpg ;35.8226;8.9351
113044.jpg ;35.1358;8.8022
117054.jpg ;34.9135;9.6574
118020.jpg ;39.1639;9.7404
118035.jpg ;36.5435;9.2843
12003.jpg  ;38.4068;9.9857
12074.jpg  ;46.2261;9.631
122048.jpg ;28.3641;9.689
124084.jpg ;35.5185;9.3797
126039.jpg ;37.8174;9.3512
130034.jpg ;32.7127;8.7595
134008.jpg ;41.0344;8.5407
134052.jpg ;39.1871;8.7853
135037.jpg ;40.2806;9.4273
135069.jpg ;39.0549;9.2432
138032.jpg ;32.8477;9.4178
138078.jpg ;37.5711;9.6105
140055.jpg ;40.2487;8.6584
140075.jpg ;36.5684;9.352
144067.jpg ;31.5561;9.9436
145014.jpg ;35.7089;9.727
145053.jpg ;35.6779;9.3866
147021.jpg ;31.7852;9.4286
147062.jpg ;29.61;9.2879
15004.jpg  ;34.0804;9.5521
15088.jpg  ;37.6797;9.543
151087.jpg ;36.8497;9.2707
153077.jpg ;29.6688;9.3284
153093.jpg ;34.0203;9.2477
155060.jpg ;37.4361;9.2176
156079.jpg ;41.7218;8.6481
157036.jpg ;29.8166;8.7179
159029.jpg ;35.4308;9.1223
159045.jpg ;36.118;9.0167
159091.jpg ;36.9511;9.9863
16052.jpg  ;41.0155;9.434
161062.jpg ;38.7502;8.7332
163014.jpg ;37.8469;9.4
163062.jpg ;39.3281;9.4143
164074.jpg ;33.7511;9.3271
166081.jpg ;39.1016;8.9206
169012.jpg ;33.6573;8.7134
170054.jpg ;35.8454;9.3391
172032.jpg ;38.0549;8.7062
173036.jpg ;40.975;9.8132
176019.jpg ;36.9399;9.3664
176035.jpg ;38.7055;9.668
176039.jpg ;37.6555;9.6677
178054.jpg ;39.0885;9.1894
181018.jpg ;45.0031;9.9746
181079.jpg ;36.1122;8.9698
181091.jpg ;29.6512;9.9946
183055.jpg ;38.7281;8.9374
183087.jpg ;37.7511;9.9179
187003.jpg ;38.0503;9.17
187029.jpg ;41.1943;9.8965
187039.jpg ;37.8753;9.8011
